Latitude,Longitude,Month,Day,Year,Total pieces/km^2,Micro,Macro,Total Weight,micro,macro,Source,Info,Mesh Size,Count/km^2 .335-.999 mm,Count/km^2 1.00-4.75 mm,Count/km^2 4.75-200 mm,Count/km^2 >200 mm,total/km^2,g/km^2 .335-.999 mm,g/km^2 1.00-4.75 mm,g/km^2 4.75-200 mm,g/km^2 >200 mm,Sea State (Beaufort Scale),INFO
34.6675,-142.0818,9,25,2009,271626.63,261517.55,10109.08,2124.78,1145.08,979.70,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"43,732.77","217,784.78","10,109.08",,"271,626.63",11.1,"1,133.98",979.7,,4,NPG09-M067
31.151,-160.1013,9,13,2009,762220.89,697192.54,65028.35,2939.72,1064.17,1875.55,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"478,350.99","218,841.55","65,028.35",,"762,220.89",57.82,"1,006.35","1,875.55",,2,NPG09-M055
44.2934,9.2035,7,11,2010,761818.18,642441.27,119376.91,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"409,477.27","232,964.00","119,376.91",,"761,818.18",,,,,1,MED10-4
34.2913,-144.3522,9,24,2009,361175.11,335491.55,25683.56,6224.86,1055.24,5169.62,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"102,332.95","233,158.60","25,683.56",,"361,175.11",26.61,"1,028.63","5,169.62",,2,NPG09-M065
36.0408,-140.3313,2,13,2008,653859.27,592626.27,61233.00,1037.20,477.77,559.43,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"357,243.00","235,383.27","61,233.00",,"653,859.27",75.66,402.11,559.43,,2,NPG08-M062
36.083,-140.7946,2,13,2008,494785.01,450530.68,44254.33,1736.25,598.60,1137.65,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"211,557.29","238,973.39","44,254.33",,"494,785.01",50.28,548.32,"1,137.65",,2.5,NPG08-M063
-25.8243,-10.2767,1,18,2011,480849.44,449912.44,30937.00,651.45,415.00,236.45,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"204,626.19","245,286.25","30,937.00",,"480,849.44",34.03,380.97,236.45,,1,SAG11-9
35.3814,-141.0245,2,12,2008,687832.17,645944.61,41887.56,1606.34,641.32,965.02,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"391,199.87","254,744.74","41,887.56",,"687,832.17",64.52,576.8,965.02,,2,NPG08-M065
37.8664,-143.8151,9,21,2007,282967.05,271370.04,11597.01,865.84,504.01,361.83,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"16,235.81","255,134.23","11,597.01",,"282,967.05",3.71,500.3,361.83,,4,NPG07-M008
35.0049,-141.4513,2,11,2008,387392.53,373734.80,13657.73,2741.91,930.66,1811.25,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"101,533.05","272,201.75","13,657.73",,"387,392.53",31.42,899.24,"1,811.25",,3,NPG08-M066
42.8428,10.2831,7,15,2010,892008.63,752230.88,139777.75,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"479,454.64","272,776.24","139,777.75",,"892,008.63",,,,,3,MED10-9
27.8482,150.2578,5,16,2012,324899.69,312639.32,12260.37,2131.77,1195.08,936.69,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"36,781.10","275,858.22","12,260.37",,"324,899.69",7.66,"1,187.42",936.69,,3,NPG12-SM019
34.0515,-179.9942,7,14,2009,354677.51,354677.51,0.00,385.38,385.38,0.00,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"74,111.72","280,565.79",0,,"354,677.51",20.12,365.26,0,,1,NPG09-M037
34.6502,-142.2878,9,25,2009,400461.79,375278.62,25183.17,3786.22,1973.25,1812.97,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"88,881.78","286,396.84","25,183.17",,"400,461.79",20.22,"1,953.03","1,812.97",,2,NPG09-M078
35.9064,-141.7822,2,11,2008,462732.91,446352.08,16380.83,2539.74,912.34,1627.40,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"155,566.98","290,785.10","16,380.83",,"462,732.91",45.48,866.86,"1,627.40",,3,NPG08-M067
36.0405,-140.3197,9,27,2009,356365.72,345405.06,10960.66,3029.60,1752.39,1277.21,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"19,181.16","326,223.90","10,960.66",,"356,365.72",12.69,"1,739.70","1,277.21",,5,NPG09-M073
35.8409,-140.8203,2,12,2008,699750.51,650725.65,49024.86,5474.62,888.50,4586.12,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"300,585.87","350,139.78","49,024.86",,"699,750.51",64.78,823.72,"4,586.12",,2.5,NPG08-M064
36.0135,-140.1468,9,27,2009,472929.20,454029.61,18899.59,8748.59,1734.65,7013.94,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"99,772.24","354,257.37","18,899.59",,"472,929.20",26.65,"1,708.00","7,013.94",,5,NPG09-M074
34.37,-143.7072,9,24,2009,499379.69,472261.32,27118.37,8645.26,4036.58,4608.68,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"82,359.48","389,901.84","27,118.37",,"499,379.69",16.29,"4,020.29","4,608.68",,3,NPG09-M066
36.6822,-144.8449,9,22,2007,502011.12,473808.25,28202.87,13701.37,819.32,12882.05,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"82,044.72","391,763.53","28,202.87",,"502,011.12",31.23,788.09,"12,882.05",,4,NPG07-M010
28.33,-44.9782,7,5,2013,553065.87,516572.74,36493.13,5659.96,1209.57,4450.39,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"92,118.59","424,454.15","36,493.13",,"553,065.87",37.9,"1,171.67","4,450.39",,1,East NAG13-34 Ocean Research Project
14.5557,160.7487,5,7,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
14.5557,160.7487,5,7,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
15.7948,159.2038,5,8,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
15.7948,159.2038,5,8,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
17.4933,157.535,5,9,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
19.3057,156.22,5,10,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
22.0512,155.4182,5,12,2012,12.19,0.00,12.19,5547.20,0.00,5547.20,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,12.19,12.19,,,,"5,547.20",,WNPG 2012
23.9013,155.2417,5,13,2012,36.55,0.00,36.55,2516.53,0.00,2516.53,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,36.55,36.55,,,,"2,516.53",,WNPG 2012
23.9013,155.2417,5,13,2012,20.31,0.00,20.31,1347.32,0.00,1347.32,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,20.31,20.31,,,,"1,347.32",,WNPG 2012
25.1033,154.1482,5,14,2012,130.78,0.00,130.78,50242.43,0.00,50242.43,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,130.78,130.78,,,,"50,242.43",,WNPG 2012
26.358,152.2792,5,15,2012,18.57,0.00,18.57,27365.59,0.00,27365.59,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,18.57,18.57,,,,"27,365.59",,WNPG 2012
26.7132,151.782,5,15,2012,18.00,0.00,18.00,14993.25,0.00,14993.25,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,18,18.00,,,,"14,993.25",,WNPG 2012
27.7877,150.3495,5,16,2012,60.60,0.00,60.60,5980.93,0.00,5980.93,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,60.6,60.60,,,,"5,980.93",,WNPG 2012
27.8875,150.1943,5,16,2012,8.54,0.00,8.54,4269.14,0.00,4269.14,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,8.54,8.54,,,,"4,269.14",,WNPG 2012
27.8875,150.1943,5,16,2012,4.27,0.00,4.27,8718.71,0.00,8718.71,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,4.27,4.27,,,,"8,718.71",,WNPG 2012
30.0408,147.59,5,17,2012,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,WNPG 2012
32.8888,143.7253,5,19,2012,60.34,0.00,60.34,22273.71,0.00,22273.71,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,60.34,60.34,,,,"22,273.71",,WNPG 2012
32.9825,143.425,5,19,2012,81.33,0.00,81.33,5053.73,0.00,5053.73,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,81.33,81.33,,,,"5,053.73",,WNPG 2012
32.9825,143.425,5,19,2012,126.52,0.00,126.52,25112.77,0.00,25112.77,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,126.52,126.52,,,,"25,112.77",,WNPG 2012
32.16,152.46,6,15,2012,5.23,0.00,5.23,117.77,0.00,117.77,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.23,5.23,,,,117.77,,WNPG 2012
32.04,153.19,6,15,2012,22.14,0.00,22.14,1591.30,0.00,1591.30,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,22.14,22.14,,,,"1,591.30",,WNPG 2012
32.0067,153.3833,6,15,2012,25.58,0.00,25.58,5137.52,0.00,5137.52,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,25.58,25.58,,,,"5,137.52",,WNPG 2012
32.04,153.21,6,15,2012,16.60,0.00,16.60,11961.28,0.00,11961.28,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,16.6,16.60,,,,"11,961.28",,WNPG 2012
31.08,155.33,6,16,2012,35.98,0.00,35.98,7096.95,0.00,7096.95,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,35.98,35.98,,,,"7,096.95",,WNPG 2012
30.58,156.11,6,16,2012,68.18,0.00,68.18,21573.72,0.00,21573.72,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,68.18,68.18,,,,"21,573.72",,WNPG 2012
31.05,155.46,6,16,2012,55.34,0.00,55.34,10073.41,0.00,10073.41,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,55.34,55.34,,,,"10,073.41",,WNPG 2012
30.41,157.51,6,17,2012,11.07,0.00,11.07,719.62,0.00,719.62,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,11.07,11.07,,,,719.62,,WNPG 2012
30.4016,158.0191,6,17,2012,30.82,0.00,30.82,2234.65,0.00,2234.65,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,30.82,30.82,,,,"2,234.65",,WNPG 2012
30.39,158.04,6,17,2012,7.59,0.00,7.59,275.16,0.00,275.16,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,7.59,7.59,,,,275.16,,WNPG 2012
30.2,158.4217,6,17,2012,201.83,0.00,201.83,68584.08,0.00,68584.08,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,201.83,201.83,,,,"68,584.08",,WNPG 2012
30.12,158.55,6,18,2012,36.52,0.00,36.52,2518.52,0.00,2518.52,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,36.52,36.52,,,,"2,518.52",,WNPG 2012
30.0962,160.0116,6,18,2012,190.36,0.00,190.36,121648.92,0.00,121648.92,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,190.36,190.36,,,,"121,648.92",,WNPG 2012
30.14,160.53,6,18,2012,61.93,0.00,61.93,24060.63,0.00,24060.63,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,61.93,61.93,,,,"24,060.63",,WNPG 2012
30.12,160.39,6,18,2012,100.53,0.00,100.53,7026.20,0.00,7026.20,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,100.53,100.53,,,,"7,026.20",,WNPG 2012
30.1916,161.3383,6,18,2012,43.08,0.00,43.08,3447.62,0.00,3447.62,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,43.08,43.08,,,,"3,447.62",,WNPG 2012
30.1152,160.309,6,18,2012,144.71,0.00,144.71,35332.32,0.00,35332.32,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,144.71,144.71,,,,"35,332.32",,WNPG 2012
30.2556,163.0435,6,19,2012,98.63,0.00,98.63,6506.03,0.00,6506.03,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,98.63,98.63,,,,"6,506.03",,WNPG 2012
30.28,163.59,6,19,2012,321.24,0.00,321.24,28986.22,0.00,28986.22,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,321.24,321.24,,,,"28,986.22",,WNPG 2012
30.2949,164.2165,6,19,2012,185.82,0.00,185.82,38155.87,0.00,38155.87,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,185.82,185.82,,,,"38,155.87",,WNPG 2012
30.3045,166.0915,6,20,2012,58.52,0.00,58.52,32510.55,0.00,32510.55,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,58.52,58.52,,,,"32,510.55",,WNPG 2012
30.3397,166.2189,6,20,2012,195.07,0.00,195.07,13482.59,0.00,13482.59,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,195.07,195.07,,,,"13,482.59",,WNPG 2012
30.33,166.2,6,20,2012,239.20,0.00,239.20,19526.08,0.00,19526.08,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,239.2,239.20,,,,"19,526.08",,WNPG 2012
30.42,166.46,6,20,2012,174.28,0.00,174.28,42512.53,0.00,42512.53,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,174.28,174.28,,,,"42,512.53",,WNPG 2012
29.5845,168.2213,6,21,2012,55.73,0.00,55.73,7079.45,0.00,7079.45,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,55.73,55.73,,,,"7,079.45",,WNPG 2012
29.5261,168.3514,6,21,2012,42.35,0.00,42.35,3389.29,0.00,3389.29,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,42.35,42.35,,,,"3,389.29",,WNPG 2012
29.1,170.03,6,22,2012,2.78,0.00,2.78,222.60,0.00,222.60,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,2.78,2.78,,,,222.6,,WNPG 2012
28.55,173.1,6,23,2012,45.35,0.00,45.35,3165.81,0.00,3165.81,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,45.35,45.35,,,,"3,165.81",,WNPG 2012
29.01,172.49,6,23,2012,15.81,0.00,15.81,5039.73,0.00,5039.73,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,15.81,15.81,,,,"5,039.73",,WNPG 2012
29.1514,172.2652,6,23,2012,21.90,0.00,21.90,1694.73,0.00,1694.73,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,21.9,21.90,,,,"1,694.73",,WNPG 2012
29.11,170.31,6,23,2012,1.03,0.00,1.03,56.76,0.00,56.76,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,1.03,1.03,,,,56.76,,WNPG 2012
28.34,175.11,6,24,2012,21.40,0.00,21.40,1230.49,0.00,1230.49,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,21.4,21.40,,,,"1,230.49",,WNPG 2012
28.2373,175.2428,6,24,2012,7.75,0.00,7.75,387.59,0.00,387.59,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,7.75,7.75,,,,387.59,,WNPG 2012
29.51,179.45,6,25,2012,78.59,0.00,78.59,6288.81,0.00,6288.81,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,78.59,78.59,,,,"6,288.81",,WNPG 2012
30.0095,-178.5613,6,25,2012,202.40,0.00,202.40,11386.79,0.00,11386.79,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,202.4,202.40,,,,"11,386.79",,WNPG 2012
30.04,-178.41,6,26,2012,195.42,0.00,195.42,11706.23,0.00,11706.23,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,195.42,195.42,,,,"11,706.23",,WNPG 2012
30.2152,-176.4467,6,26,2012,149.55,0.00,149.55,10595.21,0.00,10595.21,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,149.55,149.55,,,,"10,595.21",,WNPG 2012
30.25,-176.28,6,26,2012,142.68,0.00,142.68,10471.30,0.00,10471.30,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,142.68,142.68,,,,"10,471.30",,WNPG 2012
30.2856,-176.1427,6,26,2012,170.70,0.00,170.70,68099.52,0.00,68099.52,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,170.7,170.70,,,,"68,099.52",,WNPG 2012
30.3412,-175.5211,6,26,2012,19.87,0.00,19.87,1291.78,0.00,1291.78,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,19.87,19.87,,,,"1,291.78",,WNPG 2012
31.1021,-174.1443,6,27,2012,56.67,0.00,56.67,11305.90,0.00,11305.90,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,56.67,56.67,,,,"11,305.90",,WNPG 2012
31.1517,-174.0432,6,27,2012,48.95,0.00,48.95,3051.81,0.00,3051.81,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,48.95,48.95,,,,"3,051.81",,WNPG 2012
31.2573,-173.469,6,27,2012,186.21,0.00,186.21,14286.82,0.00,14286.82,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,186.21,186.21,,,,"14,286.82",,WNPG 2012
31.3837,-173.2722,6,27,2012,98.95,0.00,98.95,21109.21,0.00,21109.21,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,98.95,98.95,,,,"21,109.21",,WNPG 2012
30.3,-173.04,6,28,2012,110.61,0.00,110.61,8064.22,0.00,8064.22,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,110.61,110.61,,,,"8,064.22",,WNPG 2012
30.546,-172.3667,6,28,2012,100.34,0.00,100.34,12605.35,0.00,12605.35,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,100.34,100.34,,,,"12,605.35",,WNPG 2012
31.0304,-172.2703,6,28,2012,43.74,0.00,43.74,5125.96,0.00,5125.96,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,43.74,43.74,,,,"5,125.96",,WNPG 2012
30.8333,-146.9,5,21,2009,34.96,0.00,34.96,40130.15,0.00,40130.15,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,34.96,34.96,,,,"40,130.15",,ENPG 2009
33.541,-144.916,5,22,2009,17.48,0.00,17.48,20252.10,0.00,20252.10,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,17.48,17.48,,,,"20,252.10",,ENPG 2009
36.25,-142.9333,5,23,2009,43.49,0.00,43.49,50315.89,0.00,50315.89,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,43.49,43.49,,,,"50,315.89",,ENPG 2009
36.45,-137.1667,5,25,2009,43.70,0.00,43.70,19616.64,0.00,19616.64,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,43.7,43.70,,,,"19,616.64",,ENPG 2009
25.6667,-158.0333,7,19,2009,2.10,0.00,2.10,4284.53,0.00,4284.53,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,2.1,2.10,,,,"4,284.53",,ENPG 2009
28.3667,-157.35,7,20,2009,5.22,0.00,5.22,3867.61,0.00,3867.61,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.22,5.22,,,,"3,867.61",,ENPG 2009
33.65,-155.1667,7,22,2009,10.16,0.00,10.16,4198.36,0.00,4198.36,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,10.16,10.16,,,,"4,198.36",,ENPG 2009
34.9333,-151.1167,7,23,2009,17.62,0.00,17.62,16169.93,0.00,16169.93,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,17.62,17.62,,,,"16,169.93",,ENPG 2009
36.1167,-147.0333,7,24,2009,26.26,0.00,26.26,34712.57,0.00,34712.57,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,26.26,26.26,,,,"34,712.57",,ENPG 2009
37.4833,-142.1,7,25,2009,5.33,0.00,5.33,6109.85,0.00,6109.85,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.33,5.33,,,,"6,109.85",,ENPG 2009
37.85,-138,7,26,2009,0.61,0.00,0.61,277.21,0.00,277.21,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0.61,0.61,,,,277.21,,ENPG 2009
27.5667,-154.2,7,23,2009,1.64,0.00,1.64,98.82,0.00,98.82,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,1.64,1.64,,,,98.82,,ENPG 2009
29.7333,-150.6167,7,25,2009,10.45,0.00,10.45,4750.31,0.00,4750.31,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,10.45,10.45,,,,"4,750.31",,ENPG 2009
31.0667,-148.8,7,26,2009,9.23,0.00,9.23,8854.48,0.00,8854.48,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,9.23,9.23,,,,"8,854.48",,ENPG 2009
32.5667,-147.4167,7,27,2009,4.51,0.00,4.51,3879.38,0.00,3879.38,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,4.51,4.51,,,,"3,879.38",,ENPG 2009
34.4333,-145.8167,7,28,2009,5.31,0.00,5.31,3546.05,0.00,3546.05,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.31,5.31,,,,"3,546.05",,ENPG 2009
36.5,-144.9,7,29,2009,9.21,0.00,9.21,7447.62,0.00,7447.62,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,9.21,9.21,,,,"7,447.62",,ENPG 2009
37.9667,-143.4833,7,30,2009,8.32,0.00,8.32,4459.81,0.00,4459.81,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,8.32,8.32,,,,"4,459.81",,ENPG 2009
27.5667,-157.3833,7,30,2009,1.20,0.00,1.20,89.44,0.00,89.44,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,1.2,1.20,,,,89.44,,ENPG 2009
30.95,-157.35,7,21,2009,1.57,0.00,1.57,694.34,0.00,694.34,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,1.57,1.57,,,,694.34,,ENPG 2009
33.4,-156.9333,7,22,2009,5.75,0.00,5.75,4463.17,0.00,4463.17,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.75,5.75,,,,"4,463.17",,ENPG 2009
34.5,-153.25,7,23,2009,5.41,0.00,5.41,2189.57,0.00,2189.57,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.41,5.41,,,,"2,189.57",,ENPG 2009
35.4167,-149.8833,7,24,2009,5.47,0.00,5.47,4397.28,0.00,4397.28,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.47,5.47,,,,"4,397.28",,ENPG 2009
36,-146.3333,7,25,2009,5.17,0.00,5.17,2131.34,0.00,2131.34,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,5.17,5.17,,,,"2,131.34",,ENPG 2009
36.5,-142.0833,7,26,2009,8.36,0.00,8.36,1794.93,0.00,1794.93,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,8.36,8.36,,,,"1,794.93",,ENPG 2009
37.1667,-138.9167,7,27,2009,0.73,0.00,0.73,1009.66,0.00,1009.66,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0.73,0.73,,,,"1,009.66",,ENPG 2009
37.15,-138.9,7,28,2009,0.49,0.00,0.49,24.56,0.00,24.56,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0.49,0.49,,,,24.56,,ENPG 2009
36.27,-148.5395,8,9,2009,98.92,0.00,98.92,34438.77,0.00,34438.77,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,98.92,98.92,,,,"34,438.77",,ENPG 2009
35.6247,-139.8972,8,12,2009,6.92,0.00,6.92,4551.01,0.00,4551.01,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,6.92,6.92,,,,"4,551.01",,ENPG 2009
35.401,-136.7717,8,13,2009,1.53,0.00,1.53,2255.39,0.00,2255.39,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,1.53,1.53,,,,"2,255.39",,ENPG 2009
22.4217,-159.5167,8,19,2009,0.44,0.00,0.44,26.42,0.00,26.42,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0.44,0.44,,,,26.42,,ENPG 2009
24.6667,-159.4667,8,20,2009,0.00,0.00,0.00,0.00,0.00,0.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,0,0.00,,,,0,,ENPG 2009
27.4852,-158.3032,8,21,2009,4.11,0.00,4.11,315.54,0.00,315.54,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,4.11,4.11,,,,315.54,,ENPG 2009
32.346,-157.5991,8,23,2009,9.24,0.00,9.24,4870.07,0.00,4870.07,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,9.24,9.24,,,,"4,870.07",,ENPG 2009
33.9533,-155.8267,8,24,2009,20.71,0.00,20.71,8941.12,0.00,8941.12,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,20.71,20.71,,,,"8,941.12",,ENPG 2009
35.8667,-152.5333,8,25,2009,12.58,0.00,12.58,9651.00,0.00,9651.00,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,12.58,12.58,,,,"9,651.00",,ENPG 2009
37.0717,-148.6533,8,27,2009,13.01,0.00,13.01,5246.81,0.00,5246.81,H. Carson,Unsure if adjusted. macro micro separated at 4.75mm,>200mm,,,,13.01,13.01,,,,"5,246.81",,ENPG 2009
