Latitude,Longitude,Month,Day,Year,Total pieces/km^2,Micro,Macro,Total Weight,micro,macro,Source,Info,Mesh Size,Count/km^2 .335-.999 mm,Count/km^2 1.00-4.75 mm,Count/km^2 4.75-200 mm,Count/km^2 >200 mm,total/km^2,g/km^2 .335-.999 mm,g/km^2 1.00-4.75 mm,g/km^2 4.75-200 mm,g/km^2 >200 mm,Sea State (Beaufort Scale),INFO
43.3241,5.1659,7,31,2010,12958.96,10928.29,2030.67,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,965.44","3,962.85","2,030.67",,"12,958.96",,,,,5,MED10-30
20.2173,-64.3828,1,9,2010,11738.20,10671.09,1067.11,70.52,29.73,40.79,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,639.79","4,031.30","1,067.11",,"11,738.20",1.04,28.69,40.79,,2,NAG10-SM002
-21.4145,75.2972,3,26,2010,20718.32,19867.51,850.81,34.72,7.15,27.57,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"15,797.43","4,070.08",850.81,,"20,718.32",1.22,5.93,27.57,,2,IOG10-SM007
-20.0659,116.3518,8,19,2012,7269.92,4154.24,3115.68,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,154.24","3,115.68",0,"7,269.92",,,,,2,Solander/Trip 5597
-35.3842,150.8507,4,13,2012,6313.02,4208.68,2104.34,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,208.68","2,104.34",0,"6,313.02",,,,,3,Southern Surveyor/ss2012_t01
21.6509,-160.5405,1,23,2008,12178.12,6447.24,5730.88,78.09,67.34,10.75,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"2,149.08","4,298.16","5,730.88",,"12,178.12",0.72,66.62,10.75,,4.5,NPG08-M033
-25.9512,-120.4278,4,19,2011,7494.86,6586.39,908.47,18.41,15.68,2.73,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"2,271.17","4,315.22",908.47,,"7,494.86",1.14,14.54,2.73,,1,SPG11-SM079
-19.7983,-27.3385,9,2,2010,6229.49,6229.49,0.00,19.25,19.25,0.00,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,868.85","4,360.64",0,,"6,229.49",0.31,18.94,0,,3,SAG10-8
-34.0162,9.7782,12,5,2010,6540.96,6540.96,0.00,35.86,35.86,0.00,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"2,180.32","4,360.64",0,,"6,540.96",0.87,34.99,0,,3,SAG10-60
-31.0353,153.3573,4,15,2012,4401.38,4401.38,0.00,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,401.38",0,0,"4,401.38",,,,,2,Southern Surveyor/ss2012_t01
-20.0612,116.3759,8,19,2012,7748.77,4981.35,2767.42,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,553.48,"4,427.87","2,767.42",0,"7,748.77",,,,,2,Solander/Trip 5597
-20.2472,61.6722,4,3,2010,6763.21,5468.49,1294.72,110.15,21.87,88.28,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,039.18","4,429.31","1,294.72",,"6,763.21",0.21,21.66,88.28,,2.5,IOG10-SM013
-24.3947,99.5107,3,22,2010,7567.82,6232.32,1335.50,15.33,11.77,3.56,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,780.66","4,451.66","1,335.50",,"7,567.82",0.71,11.06,3.56,,2,IOG10-SM003
-13.9923,-20.739,9,5,2010,4809.54,4488.90,320.64,63.81,20.20,43.61,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,488.90",320.64,,"4,809.54",0,20.2,43.61,,4,SAG10-13
-26.238,-116.6753,4,17,2011,6202.64,5920.70,281.94,20.58,16.07,4.51,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,409.69","4,511.01",281.94,,"6,202.64",0.28,15.79,4.51,,4,SPG11-SM072
22.15,-63.1474,1,11,2010,22346.51,21844.34,502.17,6.03,4.90,1.13,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"17,324.82","4,519.52",502.17,,"22,346.51",1.38,3.52,1.13,,2,NAG10-SM007
29.6835,-56.6993,2,1,2010,5544.71,5001.11,543.60,127.44,33.72,93.72,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,434.88,"4,566.23",543.6,,"5,544.71",0.13,33.59,93.72,,3,NAG10-SM028
14.5523,160.7231,5,7,2012,7182.84,6203.36,979.48,48.69,4.38,44.31,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,632.46","4,570.90",979.48,,"7,182.84",0.46,3.92,44.31,,4,NPG12-SM001
-42.286,148.9709,6,16,2012,5510.93,4592.44,918.49,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,592.44",918.49,0,"5,510.93",,,,,4,Southern Surveyor/ss2012_t03
24.2205,-128.353,6,15,2009,7858.79,7092.08,766.71,5.72,4.95,0.77,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"2,491.81","4,600.27",766.71,,"7,858.79",0.35,4.6,0.77,,2,NPG09-M002
19.9206,-154.6866,11,12,2007,7956.63,6409.51,1547.12,151.42,29.86,121.56,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,768.14","4,641.37","1,547.12",,"7,956.63",1.11,28.75,121.56,,3,NPG07-M027
17.9596,157.078,5,9,2012,5796.94,5434.63,362.31,188.26,25.22,163.04,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,724.62,"4,710.01",362.31,,"5,796.94",0.22,25,163.04,,3,NPG12-SM006
-33.1692,152.6955,4,15,2012,5969.56,4775.65,1193.91,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,775.65","1,193.91",0,"5,969.56",,,,,3,Southern Surveyor/ss2012_t01
-26.131,-37.5873,11,12,2010,5402.78,4862.50,540.28,88.90,31.74,57.16,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,862.50",540.28,,"5,402.78",0,31.74,57.16,,4,SAG10-17
-23.8691,162.3485,5,6,2012,5835.55,4862.96,972.59,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"4,862.96",972.59,0,"5,835.55",,,,,4,Southern Surveyor/ss2012_t02
-26.3881,-39.9167,11,11,2010,6904.36,5450.81,1453.55,40.00,29.03,10.97,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,363.39,"5,087.42","1,453.55",,"6,904.36",0.03,29,10.97,,4,SAG10-15
23.4111,155.2311,5,13,2012,12630.64,11427.72,1202.92,137.10,11.09,126.01,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,315.32","5,112.40","1,202.92",,"12,630.64",1.2,9.89,126.01,,2,NPG12-SM013
-30.5732,-96.2025,4,3,2011,7550.90,6371.07,1179.83,46.56,31.93,14.63,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,179.83","5,191.24","1,179.83",,"7,550.90",0.03,31.9,14.63,,3,SPG11-SM031
40.2372,-146.2703,7,18,2011,43924.07,43924.07,0.00,11.67,11.67,0.00,H.Carson,Unsure if adjusted. macro micro separated at 4.75mm,335um,"38,712.74","5,211.33",0,,"43,924.07",1.74,9.93,0,,4,NPG11-12
21.473,-63.5899,1,10,2010,9817.40,9408.34,409.06,34.47,30.11,4.36,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,090.58","5,317.76",409.06,,"9,817.40",0.48,29.63,4.36,,2,NAG10-SM005
-18.5777,176.4901,6,7,2012,7858.77,5501.14,2357.63,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"5,501.14","2,357.63",0,"7,858.77",,,,,3,Southern Surveyor/ss2012_t03
-21.7565,170.6449,5,8,2012,8819.48,6063.39,2756.09,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,551.22,"5,512.17","2,756.09",0,"8,819.48",,,,,3,Southern Surveyor/ss2012_t02
-11.9875,143.2887,7,28,2012,6580.56,6580.56,0.00,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,940.08,"5,640.48",0,0,"6,580.56",,,,,4,Enterprise/Austral Fisheries Transit
-34.9393,-46.2998,2,2,2011,13967.69,12604.99,1362.70,125.87,43.43,82.44,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,813.51","5,791.48","1,362.70",,"13,967.69",1.02,42.41,82.44,,3,SAG11-41
-35.4004,150.8417,4,13,2012,8367.53,5976.81,2390.72,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"5,976.81","2,390.72",0,"8,367.53",,,,,3,Southern Surveyor/ss2012_t01
30.4448,163.3177,6,19,2012,8117.49,7855.64,261.85,46.14,12.62,33.52,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,832.98","6,022.66",261.85,,"8,117.49",0.31,12.31,33.52,,3,NPG12-SM027
28.3091,-37.4031,6,21,2013,14880.70,12046.28,2834.42,169.00,27.28,141.72,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,023.14","6,023.14","2,834.42",,"14,880.70",1.77,25.51,141.72,,3,East NAG13-11 Ocean Research Project
-33.8716,152.0142,4,14,2012,7367.47,6139.56,1227.91,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"6,139.56","1,227.91",0,"7,367.47",,,,,2,Southern Surveyor/ss2012_t01
-26.704,153.3803,4,17,2012,6168.35,6168.35,0.00,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"6,168.35",0,0,"6,168.35",,,,,4,Southern Surveyor/ss2012_t01
42.4627,3.3037,8,2,2010,20247.47,17074.69,3172.78,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"10,883.01","6,191.68","3,172.78",,"20,247.47",,,,,5,MED10-36
-17.6461,120.1562,9,4,2013,7566.11,6305.09,1261.02,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"6,305.09","1,261.02",0,"7,566.11",,,,,1,Solander/Trip 5866
-23.8868,-36.6933,8,29,2010,7566.10,7411.69,154.41,63.17,61.32,1.85,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,080.87","6,330.82",154.41,,"7,566.10",0.19,61.13,1.85,,3,SAG10-3
30.0679,-37.1043,6,19,2013,15235.00,12754.88,2480.12,161.20,41.45,119.75,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,377.44","6,377.44","2,480.12",,"15,235.00",0,41.45,119.75,,3,East NAG13-9 Ocean Research Project
25.5796,-37.2534,6,23,2013,9566.16,7440.35,2125.81,53.85,0.00,53.85,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,062.91","6,377.44","2,125.81",,"9,566.16",0,0,53.85,,3,East NAG13-14 Ocean Research Project
-32.3817,-88.1103,3,31,2011,11731.08,6754.26,4976.82,77.96,5.80,72.16,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,355.49,"6,398.77","4,976.82",,"11,731.08",0.11,5.69,72.16,,1,SPG11-SM015
-25.9165,-35.0814,11,14,2010,12063.26,7640.07,4423.19,61.89,11.30,50.59,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,206.33","6,433.74","4,423.19",,"12,063.26",0.44,10.86,50.59,,3,SAG10-21
-37.4107,153.5144,6,15,2012,8349.49,7421.77,927.72,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,927.72,"6,494.05",927.72,0,"8,349.49",,,,,4,Southern Surveyor/ss2012_t03
-19.9931,174.9779,6,7,2012,7520.26,6768.23,752.03,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"6,768.23",752.03,0,"7,520.26",,,,,2,Southern Surveyor/ss2012_t03
-43.5637,145.7829,8,12,2011,9072.04,6804.03,2268.01,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"6,804.03","2,268.01",0,"9,072.04",,,,,1,Southern Surveyor/ss2011_t03
6.4857,92.897,6,1,2013,14349.11,13907.60,441.51,49.21,23.98,25.23,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"7,064.18","6,843.42",441.51,,"14,349.11",1.13,22.85,25.23,,3,Manta 23
21.1293,-63.8333,1,10,2010,13619.03,12198.64,1420.39,18.27,14.01,4.26,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"5,347.35","6,851.29","1,420.39",,"13,619.03",1.15,12.86,4.26,,2,NAG10-SM004
-37.3894,153.526,6,15,2012,9644.68,7577.96,2066.72,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,688.91,"6,889.05","2,066.72",0,"9,644.68",,,,,4,Southern Surveyor/ss2012_t03
37.8532,-179.3768,7,17,2009,8598.84,7418.61,1180.23,46.69,34.38,12.31,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,505.81,"6,912.80","1,180.23",,"8,598.84",0.17,34.21,12.31,,1,NPG09-M046
-23.8667,162.3655,5,6,2012,7698.73,6998.85,699.88,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"6,998.85",699.88,0,"7,698.73",,,,,4,Southern Surveyor/ss2012_t02
-26.7254,153.3785,4,17,2012,7065.71,7065.71,0.00,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"7,065.71",0,0,"7,065.71",,,,,4,Southern Surveyor/ss2012_t01
-29.9658,-23.4819,11,23,2010,8703.70,8176.20,527.50,96.21,54.54,41.67,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,054.99","7,121.21",527.5,,"8,703.70",0.21,54.33,41.67,,5,SAG10-31
-12.0222,143.2742,7,28,2012,8958.23,7838.45,1119.78,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,559.89,"7,278.56","1,119.78",0,"8,958.23",,,,,4,Enterprise/Austral Fisheries Transit
23.5677,-130.3722,6,16,2009,14033.96,11928.87,2105.09,17.41,7.97,9.44,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,561.04","7,367.83","2,105.09",,"14,033.96",0.67,7.3,9.44,,3,NPG09-M003
-19.9823,174.9867,6,7,2012,9649.52,7422.71,2226.81,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"7,422.71","2,226.81",0,"9,649.52",,,,,2,Southern Surveyor/ss2012_t03
-26.0422,-119.432,4,18,2011,12147.51,11446.69,700.82,4.74,3.10,1.64,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,971.30","7,475.39",700.82,,"12,147.51",0.3,2.8,1.64,,1,SPG11-SM078
43.6823,7.699,7,10,2010,24774.78,20892.57,3882.21,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"13,316.44","7,576.13","3,882.21",,"24,774.78",,,,,1,MED10-1
24.3578,-146.7665,6,21,2009,28361.36,28361.36,0.00,6.03,6.03,0.00,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"20,725.61","7,635.75",0,,"28,361.36",1.67,4.36,0,,6,NPG09-M009
-26.3129,-31.0914,11,16,2010,9607.05,8789.43,817.62,180.49,57.62,122.87,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,022.03","7,767.40",817.62,,"9,607.05",0.04,57.58,122.87,,3,SAG10-23
-31.5774,-92.3432,4,1,2011,9402.64,8993.83,408.81,30.66,19.62,11.04,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,226.43","7,767.40",408.81,,"9,402.64",0.41,19.21,11.04,,3,SPG11-SM023
-37.8677,139.8136,8,15,2011,13630.87,7789.07,5841.80,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"7,789.07","5,841.80",0,"13,630.87",,,,,5,Southern Surveyor/ss2011_t03
-31.3878,-93.3457,4,2,2011,9291.15,8176.21,1114.94,25.28,18.59,6.69,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,371.65,"7,804.56","1,114.94",,"9,291.15",1.49,17.1,6.69,,3,SPG11-SM025
32.8404,-170.0683,1,30,2008,24798.02,23426.70,1371.32,3181.93,55.21,3126.72,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"15,427.34","7,999.36","1,371.32",,"24,798.02",2.19,53.02,"3,126.72",,3.5,NPG08-M046
20.5115,155.1814,5,11,2012,14202.48,13584.98,617.50,33.06,31.83,1.23,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"5,557.49","8,027.49",617.5,,"14,202.48",1.02,30.81,1.23,,3,NPG12-SM010
-21.8401,113.9183,8,25,2012,12845.81,8113.14,4732.67,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"8,113.14","4,732.67",0,"12,845.81",,,,,2,Solander/Trip 5597
23.567,-160.4192,6,30,2009,13435.34,13147.44,287.90,34.05,23.21,10.84,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,990.27","8,157.17",287.9,,"13,435.34",1.04,22.17,10.84,,2,NPG09-M016
-34.9098,-43.8572,2,1,2011,13947.65,12745.27,1202.38,147.65,38.71,108.94,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,569.06","8,176.21","1,202.38",,"13,947.65",0.96,37.75,108.94,,4,SAG11-39
-23.8643,162.3813,5,6,2012,10075.77,8816.30,1259.47,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,629.74,"8,186.56","1,259.47",0,"10,075.77",,,,,4,Southern Surveyor/ss2012_t02
35.6729,-35.0237,2,9,2010,11393.02,11393.02,0.00,57.16,57.16,0.00,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,151.26","8,241.76",0,,"11,393.02",0.44,56.72,0,,3,NAG10-SM034
35.8771,-132.573,2,10,2008,50620.96,41059.22,9561.74,88.86,24.37,64.49,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"32,809.88","8,249.34","9,561.74",,"50,620.96",5.81,18.56,64.49,,1,NPG08-M057
-26.0782,-31.973,11,14,2010,8328.91,8328.91,0.00,80.11,80.11,0.00,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"8,328.91",0,,"8,328.91",0,80.11,0,,3,SAG10-22
18.8899,-155.6586,11,10,2007,8386.43,8386.43,0.00,144.05,61.48,82.57,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"8,386.43",0,,"8,386.43",0,61.48,82.57,,4.5,NPG07-M020
26.5065,-37.3597,6,22,2013,9211.86,8503.26,708.60,94.24,35.78,58.46,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"8,503.26",708.6,,"9,211.86",0,35.78,58.46,,3,East NAG13-13 Ocean Research Project
-24.9669,-123.9391,4,20,2011,13899.55,13081.93,817.62,4.05,3.44,0.61,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,496.91","8,585.02",817.62,,"13,899.55",0.78,2.66,0.61,,2,SPG11-SM085
42.6938,8.5717,7,21,2010,28077.75,23677.97,4399.78,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"15,091.79","8,586.18","4,399.78",,"28,077.75",,,,,1,MED10-17
-23.8528,-6.3298,1,17,2011,18032.12,18032.12,0.00,18.28,18.28,0.00,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"9,386.58","8,645.54",0,,"18,032.12",2.22,16.06,0,,1,SAG11-5
-17.7225,-5.9518,1,15,2011,10580.97,8657.16,1923.81,10.10,8.18,1.92,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"8,657.16","1,923.81",,"10,580.97",0,8.18,1.92,,3,SAG11-1
-33.6215,1.0787,12,2,2010,14717.18,9811.45,4905.73,34.18,8.29,25.89,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,090.16","8,721.29","4,905.73",,"14,717.18",0.22,8.07,25.89,,1,SAG10-54
43.2046,8.999,7,13,2010,28751.76,24246.36,4505.40,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"15,454.07","8,792.29","4,505.40",,"28,751.76",,,,,1,MED10-6
-34.8428,-42.5657,1,31,2011,13764.66,12112.90,1651.76,142.10,35.29,106.81,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,303.52","8,809.38","1,651.76",,"13,764.66",0.91,34.38,106.81,,2,SAG11-38
42.7252,8.5102,7,21,2010,29157.67,24588.66,4569.01,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"15,672.25","8,916.41","4,569.01",,"29,157.67",,,,,1,MED10-16
-25.9968,-36.4999,11,12,2010,12871.46,12385.74,485.72,92.40,51.87,40.53,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,400.01","8,985.73",485.72,,"12,871.46",0.31,51.56,40.53,,4,SAG10-18
42.757,8.4698,7,21,2010,29835.39,25160.18,4675.21,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"16,036.52","9,123.66","4,675.21",,"29,835.39",,,,,1,MED10-15
-24.0191,94.8233,3,23,2010,16835.48,14245.41,2590.07,46.85,22.06,24.79,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,995.14","9,250.27","2,590.07",,"16,835.48",0.91,21.15,24.79,,2,IOG10-SM006
42.8195,8.3553,7,22,2010,30400.00,25636.32,4763.68,0.00,0.00,0.00,F.Galgani,Unsure if adjusted. macro micro separated at 4.75mm,335um,"16,340.00","9,296.32","4,763.68",,"30,400.00",,,,,1,MED10-21
25.099,154.157,5,14,2012,20549.90,20158.47,391.43,51.60,23.19,28.41,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"10,862.09","9,296.38",391.43,,"20,549.90",2.03,21.16,28.41,,3,NPG12-SM015
-26.4893,-30.029,11,17,2010,12264.32,11610.22,654.10,108.31,80.02,28.29,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"2,289.34","9,320.88",654.1,,"12,264.32",1.99,78.03,28.29,,4,SAG10-24
-63.3871,-56.801,1,22,2011,9389.37,9389.37,0.00,1.24,1.24,0.00,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"9,389.37",0,,"9,389.37",0,1.24,0,,2,SO11-M088 TARA
40.3673,-140.9322,7,20,2011,63158.33,63158.33,0.00,33.59,33.59,0.00,H.Carson,Unsure if adjusted. macro micro separated at 4.75mm,335um,"53,751.77","9,406.56",0,,"63,158.33",17.02,16.57,0,,4,NPG11-14
40.5463,-151.5393,7,17,2011,14447.01,14111.03,335.98,21554.82,38.52,21516.30,H.Carson,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,703.68","9,407.35",335.98,,"14,447.01",0.01,38.51,"21,516.30",,1,NPG11-9
24.3576,-62.8129,1,12,2010,17061.30,16870.67,190.63,30.02,29.73,0.29,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"7,434.53","9,436.14",190.63,,"17,061.30",1.14,28.59,0.29,,4,NAG10-SM009
-23.4996,-39.2757,8,28,2010,25780.98,23099.76,2681.22,41.56,21.70,19.86,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"13,612.36","9,487.40","2,681.22",,"25,780.98",1.69,20.01,19.86,,3,SAG10-1
43.6962,-134.5772,7,22,2011,36889.50,36889.50,0.00,10.53,10.53,0.00,H.Carson,Unsure if adjusted. macro micro separated at 4.75mm,335um,"27,369.63","9,519.87",0,,"36,889.50",0.42,10.11,0,,4,NPG11-16
30.6054,-39.6499,6,27,2013,18423.71,16297.90,2125.81,189.55,32.59,156.96,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"6,731.74","9,566.16","2,125.81",,"18,423.71",1.77,30.82,156.96,,1,East NAG13-20 Ocean Research Project
-26.8718,-111.9128,4,15,2011,12123.34,10431.71,1691.63,110.63,57.91,52.72,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,845.81,"9,585.90","1,691.63",,"12,123.34",0.39,57.52,52.72,,3,SPG11-SM062
40.5133,-150.16,7,17,2011,70089.07,69212.96,876.11,62.47,53.71,8.76,H.Carson,Unsure if adjusted. macro micro separated at 4.75mm,335um,"59,575.71","9,637.25",876.11,,"70,089.07",3.07,50.64,8.76,,2,NPG11-10
27.4098,-37.3969,6,21,2013,13109.18,10274.76,2834.42,2336.62,95.66,2240.96,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,354.3,"9,920.46","2,834.42",,"13,109.18",0,95.66,"2,240.96",,3,East NAG13-12 Ocean Research Project
-28.3415,153.9219,4,16,2012,9991.34,9991.34,0.00,0.00,0.00,0.00,J. Reisser,Unsure if adjusted. macro micro separated at 4.75mm,335um,0,"9,991.34",0,0,"9,991.34",,,,,4,Southern Surveyor/ss2012_t01
31.2728,155.3199,6,16,2012,15798.58,13541.64,2256.94,324.54,33.14,291.40,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,546.62","9,995.02","2,256.94",,"15,798.58",0.87,32.27,291.4,,2,NPG12-SM024
31.1813,-64.0147,1,17,2010,13125.43,11311.35,1814.08,148.78,47.62,101.16,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,173.82","10,137.53","1,814.08",,"13,125.43",0.45,47.17,101.16,,2.5,NAG10-SM018
-34.7158,-49.213,2,3,2011,15744.73,14916.06,828.67,98.59,62.40,36.19,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"4,695.80","10,220.26",828.67,,"15,744.73",1.08,61.32,36.19,,2,SAG11-43
34.5053,-179.858,7,15,2009,12726.26,12120.25,606.01,40.04,30.65,9.39,C. Moore,Unsure if adjusted. macro micro separated at 4.75mm,335um,"1,818.04","10,302.21",606.01,,"12,726.26",0.11,30.54,9.39,,1.5,NPG09-M040
22.8418,-62.7592,1,11,2010,21210.42,20797.23,413.19,50.98,35.14,15.84,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"10,467.48","10,329.75",413.19,,"21,210.42",1.24,33.9,15.84,,2,NAG10-SM008
29.1979,169.8263,6,22,2012,15373.50,14782.21,591.29,80.03,54.31,25.72,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,547.73","11,234.48",591.29,,"15,373.50",0.44,53.87,25.72,,2,NPG12-SM030
-31.2527,-21.7331,11,24,2010,15757.78,14568.51,1189.27,172.29,60.80,111.49,M. Eriksen,Unsure if adjusted. macro micro separated at 4.75mm,335um,"3,270.48","11,298.03","1,189.27",,"15,757.78",0.24,60.56,111.49,,4,SAG10-33
