"","Latitude","Longitude","Month","Day","Year","X..km2","Microplastics...km.2","Macroplastics....km.2","Total.Wieght..g..km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Source","Notes","Mesh.Size","TopLim","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps","CutOff"
"1",30.17498707,-60.04164093,10,12,1971,601,NA,NA,37.7,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",30.32332034,-60.01497428,10,12,1971,4877,NA,NA,251.9,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",30.92665341,-59.95164097,10,12,1971,1457,NA,NA,70.2,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",31.86165301,-60.62997402,10,13,1971,1081,NA,NA,60,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",32.41998611,-60.24330751,10,13,1971,4324,NA,NA,395.1,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",33.54165229,-62.51497321,10,14,1971,2579,NA,NA,103.3,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",34.36331861,-62.88330638,10,14,1971,12080,NA,NA,1770.7,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",35.25665156,-63.77163934,10,15,1971,4595,NA,NA,258.9,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",35.62331807,-64.34663909,10,15,1971,6994,NA,NA,201.9,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",37.00831747,-65.57997189,10,16,1971,47,NA,NA,0.6,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",37.03331746,-65.68330518,10,16,1971,270,NA,NA,4.9,NA,NA,"Carpenter 1972","Not Corrected","330um",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",18.9533,-155.7185,11,10,2007,1443.34,1443.34,0,2.16,2.16,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"13",19.8962,-155.9993,11,25,2007,725.75,725.75,0,1.27,1.27,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"14",23.5707,-164.4812,1,25,2008,1664.61,1059.3,605.31,39.35,38.52,0.83,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"15",19.2407,-155.1751,11,11,2007,1410.55,1253.82,156.73,7.52,3.76,3.76,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"16",18.9173,-155.7009,11,10,2007,2090.44,1672.35,418.09,2.3,1.88,0.42,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"17",24.6048,-146.387,6,21,2009,2508.51,2299.47,209.04,28.45,5.14,23.31,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"18",24.4147,-146.6687,6,21,2009,1893.48,1472.71,420.77,49.44,4.84,44.6,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"19",21.6499,-160.5483,1,23,2008,1928.42,1928.42,0,3.98,3.98,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"20",18.1587,-155.9801,11,10,2007,5101.64,5101.64,0,8.16,8.16,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"21",24.5445,-146.4777,6,21,2009,4186.99,3856.44,330.55,117.16,2.9,114.26,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"22",31.3132,-158.7325,9,17,2009,3073.7,1993.75,1079.95,13.21,5.32,7.89,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"23",39.2955,-179.7523,7,18,2009,15650.92,13564.13,2086.79,115.81,7.82,107.99,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"24",19.6952,-154.3368,11,12,2007,3767.01,2659.07,1107.94,35.89,10.63,25.26,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"25",22.0117,-160.8771,1,23,2008,4319.65,3359.73,959.92,44.4,23.76,20.64,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"26",19.8499,-154.435,11,12,2007,3908.48,3497.06,411.42,31.06,10.49,20.57,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"27",19.0713,-155.4457,11,24,2007,6363.12,4772.34,1590.78,51.36,12.5,38.86,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"28",19.2901,-156.0478,1,21,2008,9427.82,9427.82,0,5.14,5.14,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"29",22.9567,-161.9107,1,24,2008,4919.6,4559.63,359.97,611.6,49.8,561.8,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"30",21.6509,-160.5405,1,23,2008,12178.12,6447.24,5730.88,78.09,67.34,10.75,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"31",24.2205,-128.353,6,15,2009,7858.79,7092.08,766.71,5.72,4.95,0.77,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"32",19.9206,-154.6866,11,12,2007,7956.63,6409.51,1547.12,151.42,29.86,121.56,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"33",37.8532,-179.3768,7,17,2009,8598.84,7418.61,1180.23,46.69,34.38,12.31,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"34",23.5677,-130.3722,6,16,2009,14033.96,11928.87,2105.09,17.41,7.97,9.44,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"35",24.3578,-146.7665,6,21,2009,28361.36,28361.36,0,6.03,6.03,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"36",32.8404,-170.0683,1,30,2008,24798.02,23426.7,1371.32,3181.93,55.21,3126.72,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"37",23.567,-160.4192,6,30,2009,13435.34,13147.44,287.9,34.05,23.21,10.84,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"38",35.8771,-132.573,2,10,2008,50620.96,41059.22,9561.74,88.86,24.37,64.49,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"39",18.8899,-155.6586,11,10,2007,8386.43,8386.43,0,144.05,61.48,82.57,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"40",34.5053,-179.858,7,15,2009,12726.26,12120.25,606.01,40.04,30.65,9.39,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"41",38.641,-142.2665,9,20,2007,23036.13,22107.93,928.2,37.65,23.22,14.43,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"42",25.107,-128.1097,6,15,2009,30885.1,27051.09,3834.01,42.67,10.29,32.38,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"43",38.6878,-142.0264,9,20,2007,21115.47,19454.7,1660.77,248.58,23.91,224.67,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"44",30.1206,-165.4097,1,27,2008,28400.33,26062.85,2337.48,275.58,96.53,179.05,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"45",36.1594,-157.5585,2,6,2008,19699.91,17909.01,1790.9,581.25,84.77,496.48,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"46",35.4108,-179.8732,7,15,2009,33983.3,30207.38,3775.92,48.46,39.78,8.68,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"47",34.4678,-176.4583,7,12,2009,33318.57,26785.52,6533.05,699.5,35.74,663.76,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"48",33.2827,-164.9998,2,2,2008,20339.96,17811.83,2528.13,429.55,188.34,241.21,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"49",25.6292,-158.9848,9,9,2009,31645.82,31206.29,439.53,47.91,37.36,10.55,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"50",32.0113,-165.4,1,28,2008,22061.16,19067.15,2994.01,515.54,136.88,378.66,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"51",37.2045,-133.865,9,16,2007,35166.41,34058.81,1107.6,100.84,39.78,61.06,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"52",38.6913,-141.772,9,20,2007,38575.59,36139.24,2436.35,75.55,37.79,37.76,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"53",22.0984,-160.9692,1,23,2008,24820.88,23449.56,1371.32,191.44,132.34,59.1,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"54",32.4721,-166.1064,2,1,2008,25307.06,20071.12,5235.94,405.48,141.25,264.23,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"55",30.5422,-163.2292,7,4,2009,34166.76,32458.42,1708.34,321.17,174.01,147.16,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"56",34.3688,-169.1825,7,7,2009,31065.63,28976.01,2089.62,150.03,93.33,56.7,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"57",34.1497,-179.9897,7,14,2009,39596.83,39596.83,0,24.88,24.88,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"58",32.5552,-169.6959,1,30,2008,28747.7,27122.83,1624.87,225.48,171.36,54.12,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"59",29.4539,-153.52,9,27,2007,30921.9,25544.18,5377.72,785.29,290.67,494.62,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"60",33.1373,-159.246,9,19,2009,59995.2,58031.72,1963.48,254.42,179.98,74.44,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"61",19.3403,-156.087,11,24,2007,52317.24,50531.67,1785.57,603.91,31.81,572.1,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"62",33.1848,-159.229,9,19,2009,53582.6,49097.71,4484.89,3564.85,116.44,3448.41,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"63",34.0135,-179.9885,7,14,2009,36312.89,36312.89,0,34.74,34.74,0,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"64",32.5498,-165.8103,2,1,2008,41052.17,36158.11,4894.06,1250.11,234.43,1015.68,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"65",36.4778,-179.353,7,16,2009,59995.2,55709.83,4285.37,89.58,31.73,57.85,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"66",33.0136,-168.1356,1,29,2008,46871.26,41843.25,5028.01,484.67,92.4,392.27,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"67",31.5611,-152.6133,9,26,2007,41121.11,35092.88,6028.23,4452.45,412.46,4039.99,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"68",34.9987,-171.8237,7,9,2009,58204.93,54083.12,4121.81,8349.79,47.47,8302.32,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"69",35.3822,-179.893,7,15,2009,54164.94,52096.14,2068.8,102.31,50.78,51.53,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"70",30.989,-165.4256,1,27,2008,38346.41,36224.47,2121.94,321.63,216.75,104.88,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"71",40.492,-178.7088,7,19,2009,47996.16,45227.15,2769.01,125.53,95.07,30.46,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"72",32.7388,-165.2378,7,5,2009,116597.81,112669.55,3928.26,1867.14,186.2,1680.94,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"73",35.0003,-171.9347,7,9,2009,63696.21,60306.87,3389.34,407.64,98.4,309.24,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"74",32.2366,-165.914,1,28,2008,44081.58,42039.19,2042.39,1608.29,208.57,1399.72,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"75",19.0051,-155.5729,11,24,2007,51400.84,49417.53,1983.31,162.79,131.39,31.4,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"76",33.7558,-162.7216,2,3,2008,49296.54,44863.4,4433.14,1804.24,414.36,1389.88,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"77",35.0628,-171.635,7,9,2009,85524.8,72791.96,12732.84,760.39,148.88,611.51,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"78",35.6865,-139.2023,9,28,2009,43095.14,39715.13,3380.01,1971.81,336.24,1635.57,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"79",30.8125,-158.6852,9,17,2009,86983.63,86278.36,705.27,284.09,222.4,61.69,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"80",35.002,-171.7438,7,9,2009,74279.77,68565.94,5713.83,563.55,94.54,469.01,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"81",26.6528,-160.3025,9,11,2009,259596.52,250936.74,8659.78,187.33,100.87,86.46,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"82",33.0118,-167.9233,1,29,2012,79193.67,75673.95,3519.72,1222.3,207.98,1014.32,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"83",35.095,-179.9312,7,15,2009,77136.68,72851.31,4285.37,70.94,32.47,38.47,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"84",29.771,-162.6273,7,3,2009,93905.53,82689.04,11216.49,593.95,244.28,349.67,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"85",34.9327,-141.896,9,25,2009,59117.22,55019.99,4097.23,1258.43,380.69,877.74,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"86",32.5517,-159.9608,9,18,2009,82865.64,78192.09,4673.55,5955.25,2210.86,3744.39,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"87",34.5922,-172.951,7,10,2009,84739.77,83357.39,1382.38,300.11,145.01,155.1,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"88",40.3088,-178.9072,7,19,2009,74051.23,69937.27,4113.96,112.93,86.19,26.74,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"89",34.4852,-176.4423,7,12,2009,91270.59,77397.46,13873.13,6077.01,401.44,5675.57,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"90",32.5488,-146.9627,9,24,2007,90634.07,83136.04,7498.03,1236.35,461.03,775.32,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"91",32.5205,-147.2988,9,24,2007,92071.28,74893.8,17177.48,1627.73,527,1100.73,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"92",34.4268,-176.4903,7,12,2009,155884.97,143578.26,12306.71,9921.66,9294.02,627.64,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"93",29.301,-162.048,7,3,2009,128699.38,118538.9,10160.48,667.49,355.66,311.83,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"94",32.4983,-159.92,9,18,2009,131908.45,126315.84,5592.61,321.48,207.91,113.57,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"95",33.7601,-160.4152,2,4,2008,99222.83,87223.79,11999.04,460.35,289.83,170.52,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"96",31.6068,-164.2543,7,4,2009,99663.08,92755.74,6907.34,1117.24,455.91,661.33,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"97",37.1755,-133.9495,9,16,2007,115039.75,100691.25,14348.5,1464.89,306.61,1158.28,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"98",28.0083,-160.3058,9,11,2009,310453.97,301683.09,8770.88,426.2,195.13,231.07,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"99",34.3877,-170.019,7,8,2009,140190.4,129304.17,10886.23,816.46,285.33,531.13,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"100",35.9262,-139.7735,9,27,2009,102128.99,93644.82,8484.17,8887.78,808.62,8079.16,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"101",34.4452,-176.4782,7,12,2010,124677.53,123740.1,937.43,114.28,99.28,15,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"102",35.3843,-141.0217,9,26,2009,99584.25,92355.91,7228.34,5832.82,878.68,4954.14,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"103",35.9653,-139.8182,2,13,2008,122776.52,114839.59,7936.93,710.38,255.15,455.23,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"104",33.0283,-167.5915,1,29,2008,114722.23,112119.13,2603.1,7858.93,777.95,7080.98,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"105",35.8875,-139.3993,2,13,2008,141183.67,126656.53,14527.14,17081.16,612.6,16468.56,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"106",31.1502,-159.979,9,13,2009,257992.81,247229.92,10762.89,457.66,299.33,158.33,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"107",34.5387,-176.3967,7,12,2009,131250.1,112936.13,18313.97,1314.69,457.6,857.09,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"108",38.1515,-137.4531,9,18,2007,229903.91,215621.7,14282.21,3756.22,101.76,3654.46,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"109",34.5145,-157.8488,2,5,2008,140967.74,135429.72,5538.02,983.44,568.59,414.85,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"110",36.0995,-179.588,7,16,2009,169029.95,159378.55,9651.4,213.12,105.13,107.99,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"111",35.7633,-138.5103,2,14,2008,287774.25,270387.73,17386.52,865.42,508.93,356.49,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
"112",36.5084,-145.0356,9,22,2007,136205.32,128908.61,7296.71,259.42,219.04,40.38,"C. Moore","Corrected","335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA4750"
