"","Latitude","Longitude","Month","Day","Year","X..km2","Microplastics...km.2","Macroplastics....km.2","Total.Wieght..g..km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Source","Notes","Mesh.Size","TopLim","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps","CutOff"
"12688",43.8,-63.19,7,22,1989,1028,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1945,NA,NA,1.8920233463035e-06,NA,NA,NA,NA,NA
"12689",43.82,-69.5,5,28,1992,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12690",43.82,-69.5,5,28,1992,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12691",43.83,-62.39,7,23,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12692",43.86,-62.37,7,23,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12693",43.87,-58.92,7,16,2005,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12694",43.88,-67.37,9,26,1994,1620,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"12695",43.89,-64.4,5,20,1992,1620,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"12696",43.89,-64.4,5,20,1992,22678,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.16650498280272e-08,NA,NA,NA,NA,NA
"12697",43.89166667,-35.87,6,15,2014,12062.72618,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2155.4,NA,NA,1.78682659942464e-07,NA,NA,NA,NA,NA
"12698",43.91,-64.18,6,10,2002,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,NA
"12699",43.91,-59,7,26,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12700",43.92,-68.84,6,25,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12701",43.92,-64.42,6,1,1996,4907,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1019,NA,NA,2.07662522926432e-07,NA,NA,NA,NA,NA
"12702",43.92,-64.42,6,1,1996,9359,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,1.48413292018378e-07,NA,NA,NA,NA,NA
"12703",43.92,-62.1,7,19,1994,6479,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.85846581262541e-07,NA,NA,NA,NA,NA
"12704",43.93,-64.54,5,24,1992,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12705",43.93,-64.54,5,24,1992,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12706",43.95,-57.26,8,2,1989,2250,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,9.87555555555555e-07,NA,NA,NA,NA,NA
"12707",43.95,-57.26,8,2,1989,4320,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,NA
"12708",43.96,-66.94,7,22,1999,1706,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,NA,1.03106682297773e-06,NA,NA,NA,NA,NA
"12709",43.96,-64.33,6,10,2002,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,Inf,NA,NA,NA,NA,NA
"12710",43.97,-68,7,26,1995,9179,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.01764898137052e-07,NA,NA,NA,NA,NA
"12711",43.97,-67.96,9,10,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12712",43.98,-67.98,9,6,2007,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,753,NA,NA,Inf,NA,NA,NA,NA,NA
"12713",43.99,-67.76,7,25,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,Inf,NA,NA,NA,NA,NA
"12714",43.99,-58.95,6,4,2002,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,NA
"12715",43.995,-9.38,7,22,2015,1080.905799,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1850.3,NA,NA,1.71180504509441e-06,NA,NA,NA,NA,NA
"12716",44.03,-59.03,5,30,2005,148188,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,1.12492239587551e-08,NA,NA,NA,NA,NA
"12717",44.04,-68.39,10,18,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,Inf,NA,NA,NA,NA,NA
"12718",44.04,-61.96,7,14,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,Inf,NA,NA,NA,NA,NA
"12719",44.05,-67.93,6,8,2005,600,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,NA
"12720",44.05,-64.37,5,20,1992,1620,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"12721",44.05,-64.37,5,20,1992,4860,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.81069958847737e-07,NA,NA,NA,NA,NA
"12722",44.05,-61.03,8,11,1992,5940,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.11784511784512e-07,NA,NA,NA,NA,NA
"12723",44.07,-60.6,7,17,1994,14039,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.31918227794002e-07,NA,NA,NA,NA,NA
"12724",44.08,-67.08,9,27,1994,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12725",44.08,-64.26,7,17,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA,NA
"12726",44.08,-61.99,7,20,2005,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12727",44.12,-61.48,7,18,1994,900,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA,NA
"12728",44.13,-68.82,10,16,1996,11530,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1908,NA,NA,1.65481352992194e-07,NA,NA,NA,NA,NA
"12729",44.14,-59.85,7,12,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12730",44.17,-68.08,7,27,1995,2160,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,NA
"12731",44.17,-62.98,7,26,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12732",44.18,-61.41,7,19,2005,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,NA,NA,Inf,NA,NA,NA,NA,NA
"12733",44.18,-59.1,7,17,1994,11339,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.63330099656054e-07,NA,NA,NA,NA,NA
"12734",44.2,-69.01,6,24,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12735",44.2,-64.07,8,12,2001,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,NA
"12736",44.21,-64.1,6,7,2002,6000,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-07,NA,NA,NA,NA,NA
"12737",44.22,-63.87,8,12,1992,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12738",44.22,-62.93,7,15,1999,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12739",44.23,-60.95,7,14,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,NA
"12740",44.23,-60.83,7,18,1994,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12741",44.24,-61.74,7,13,1997,7559,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.45005953168408e-07,NA,NA,NA,NA,NA
"12742",44.24,-61.74,7,13,1997,11699,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,9.49653816565518e-08,NA,NA,NA,NA,NA
"12743",44.25,-68.12,7,27,1995,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12744",44.25,-60.28,5,30,2005,2025,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,7.31851851851852e-07,NA,NA,NA,NA,NA
"12745",44.26,-61.68,6,6,2002,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,NA
"12746",44.27,-64.2,7,24,1996,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12747",44.27,-64.03,8,2,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,NA
"12748",44.28,-66.93,7,26,1994,10811,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,3.42244010729812e-08,NA,NA,NA,NA,NA
"12749",44.29,-68.3,10,18,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12750",44.3,-63.15,7,25,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12751",44.32,-61.97,7,23,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12752",44.32,-61.97,7,23,1989,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12753",44.33,-59.17,7,12,1999,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12754",44.34,-64.24,7,18,1999,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,Inf,NA,NA,NA,NA,NA
"12755",44.35,-63.62,8,11,2001,600,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,NA
"12756",44.35,-59.49,5,30,2005,900,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA,NA
"12757",44.36,-63.18,7,15,1999,675,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.19555555555556e-06,NA,NA,NA,NA,NA
"12758",44.36,-62.33,7,14,1997,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12759",44.36,-62.33,7,14,1997,1543,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,8.39922229423202e-07,NA,NA,NA,NA,NA
"12760",44.37666667,-34.725,6,16,2014,3005.530176,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1663.6,NA,NA,5.53512991912146e-07,NA,NA,NA,NA,NA
"12761",44.38,-148.25,5,23,2006,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA,NA
"12762",44.38,-67.27,9,10,2002,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12763",44.38,-62.28,5,31,2005,23218,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.97656990266173e-08,NA,NA,NA,NA,NA
"12764",44.39,-61.89,7,18,1995,3780,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA,NA
"12765",44.39,-60.26,7,27,2000,2700,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,NA
"12766",44.41,-61.61,7,28,2000,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12767",44.44,-67.5,9,10,2002,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12768",44.45,-61.9,7,24,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12769",44.48,-62.25,7,25,1998,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12770",44.49,-61.11,7,24,1989,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12771",44.49,-61.11,7,24,1989,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12772",44.49666667,-8.268333333,7,22,2015,9312.638581,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2255,NA,NA,2.4214404761726e-07,NA,NA,NA,NA,NA
"12773",44.52333333,-12.17833333,7,20,2014,4183.881596,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1912.1,NA,NA,4.57015801266475e-07,NA,NA,NA,NA,NA
"12774",44.55,-62.69,8,16,1990,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12775",44.55,-62.69,8,16,1990,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12776",44.55,-61.4,7,24,1998,2315,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,5.59827213822894e-07,NA,NA,NA,NA,NA
"12777",44.64,-125.27,8,6,2002,1981,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,NA,NA,1.01918223119637e-06,NA,NA,NA,NA,NA
"12778",44.64,-62.69,8,9,2001,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,Inf,NA,NA,NA,NA,NA
"12779",44.65,-59.35,7,11,1996,2700,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,NA
"12780",44.67,-61.57,7,19,2005,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12781",44.88,-133.92,5,23,2002,4345,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1611,NA,NA,3.70771001150748e-07,NA,NA,NA,NA,NA
"12782",44.90166667,-33.25833333,6,16,2014,9966.115208,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1505.1,NA,NA,1.51021734004422e-07,NA,NA,NA,NA,NA
"12783",44.95,-58.42,8,7,2001,4418,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2037,NA,NA,4.61068356722499e-07,NA,NA,NA,NA,NA
"12784",44.95,-56.87,8,1,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12785",44.95,-56.87,8,1,1989,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12786",44.96,-61.25,8,9,2001,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12787",44.96166667,-7.34,7,21,2015,27636.05442,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1881.6,NA,NA,6.80849723120497e-08,NA,NA,NA,NA,NA
"12788",44.98,-147.74,5,24,2004,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,NA
"12789",45,-147.74,5,24,2004,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,NA
"12790",45,-58.55,8,8,1992,540,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,NA
"12791",45.03,-147.74,5,24,2004,0,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1759,NA,NA,Inf,NA,NA,NA,NA,NA
"12792",45.05,-147.75,5,25,2004,665,NA,NA,NA,NA,NA,"Sea Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6019,NA,NA,9.05112781954887e-06,NA,NA,NA,NA,NA
"12793",45.05,-60.25,7,23,1998,1620,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,NA
"12794",45.09,-59.8,7,24,1989,1102,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1815,NA,NA,1.6470054446461e-06,NA,NA,NA,NA,NA
"12795",45.09,-59.8,7,24,1989,1414,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2122,NA,NA,1.5007072135785e-06,NA,NA,NA,NA,NA
"12796",45.16333333,-6.038333333,7,20,2015,6889.08572,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2032.2,NA,NA,2.94988345710409e-07,NA,NA,NA,NA,NA
"12797",45.28,-60.29,7,13,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,NA,NA,Inf,NA,NA,NA,NA,NA
"12798",45.28,-58.22,7,30,2001,19978,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,9.27019721693863e-08,NA,NA,NA,NA,NA
"12799",45.33,-57.75,8,8,1992,4320,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,NA
"12800",45.37,-51.95,7,28,1992,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12801",45.38,-51.97,7,28,1992,1080,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,NA
"12802",45.41,-58.64,7,25,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,NA
"12803",45.41,-58.64,7,25,1989,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,NA,NA,Inf,NA,NA,NA,NA,NA
"12804",45.41666667,-12.29833333,7,19,2014,9367.282636,NA,NA,NA,NA,NA,"SEA ED Logs","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2348.6,NA,NA,2.50723725466972e-07,NA,NA,NA,NA,NA
"12805",45.42,-60.33,7,23,1998,0,NA,NA,NA,NA,NA,"SEA Education","Not Corrected","333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,NA
