Latitude ,Longitude ,Month,Day,Year,#/km2,Microplastics #/km^2,Macroplastics # /km^2,Total Wieght (g)/km^2,Microplastics Weight (g)/ km^2,Macroplastics Weight (g) /km^2,Source,Notes,Mesh Size,Conc
12.5,-110.39,5,30,2011,36475,,,33.2831806,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,12.5-110.3953020113647533.2831805954498CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
12,-108.08,5,31,2011,39256,,,130.16,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,12-108.08531201139256130.16CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
11.6,-162.42,5,5,2011,7878,,,1.575612046,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,11.6-162.4255201178781.57561204649946CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
11.35,-105.01,6,1,2011,15257,,,51.33,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,11.35-105.016120111525751.33CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
10.76,-102.44,6,2,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,10.76-102.4462201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
10.09,-99.25,6,3,2011,137877,,,171.4897735,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,10.09-99.25632011137877171.489773487735CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
9.56,-25.99,12,28,2010,5000,,,0.5000005,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,9.56-25.991228201050000.5000005000005CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
9.45,-96.35,6,4,2011,37016,,,98.40168518,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,9.45-96.356420113701698.4016851797561CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
9.2,-163.5,5,4,2011,9967,,,90.70302017,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,9.2-163.5542011996790.703020171355CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
8.75,-93.15,6,5,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,8.75-93.1565201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
8.14,-90.37,6,6,2011,13814,,,1.726765261,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,8.14-90.37662011138141.72676526061416CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
7.32,-26,12,29,2010,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,7.32-261229201000CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
7.22,-87.96,6,7,2011,11552,,,5.77614259,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,7.22-87.96672011115525.77614259031808CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
7,-164.38,5,3,2011,3793,,,0.758630484,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,7-164.3853201137930.758630483836315CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
5.91,-84.79,6,8,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,5.91-84.7968201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
4.99,-26,12,30,2010,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,4.99-261230201000CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
3.75,-165.77,5,2,2011,11289,,,1.128863111,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,3.75-165.77522011112891.12886311067261CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
2.46,-26.01,12,31,2010,44961,,,4.174926598,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,2.46-26.0112312010449614.17492659836744CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
1.6,-166.85,5,1,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,1.6-166.8551201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
0.18,-26.02,1,1,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,0.18-26.0211201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-1.37,-168.35,4,30,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-1.37-168.35430201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-3.03,-27.33,1,2,2011,2887,,,1.732156022,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-3.03-27.3312201128871.73215602152862CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-3.41,-169.46,4,29,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-3.41-169.46429201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-4.78,-28.17,1,3,2011,16004,,,16.27061327,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-4.78-28.171320111600416.2706132666206CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-5.75,-170.75,4,28,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-5.75-170.75428201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-7.04,-171.47,4,27,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-7.04-171.47427201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-7.28,-29.32,1,4,2011,11424,,,0.761593162,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-7.28-29.32142011114240.761593161502684CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-9.13,-30.19,1,5,2011,791,,,0.097921272,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-9.13-30.191520117910.0979212723937137CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-9.45,-172.35,4,26,2011,3059,,,0.91771648,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-9.45-172.35426201130590.917716479936515CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-11.08,-172.64,4,25,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-11.08-172.64425201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-11.64,-31.37,1,6,2011,20831,,,3.437248222,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-11.64-31.37162011208313.43724822156777CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-13.54,-173.37,4,24,2011,29538,,,1.312794402,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-13.54-173.374242011295381.31279440234969CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-13.74,-32.38,1,7,2011,3737,,,0.560581731,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-13.74-32.3817201137370.56058173135892CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-15.83,-33.4,1,8,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-15.83-33.418201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-15.91,-174.5,4,23,2011,17444,,,13.9555869,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-15.91-174.542320111744413.955586902905CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-18.42,-34.64,1,9,2011,23650,,,14.52770237,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-18.42-34.641920112365014.5277023688669CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-18.57,-175.83,4,22,2011,5805,,,4.934324146,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-18.57-175.83422201158054.93432414562177CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-20.66,-176.93,4,21,2011,23572,,,42.42908725,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-20.66-176.9342120112357242.4290872450464CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-21.09,-35.97,1,10,2011,3383,,,1.015000077,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-21.09-35.97110201133831.01500007714001CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-22.95,-36.92,1,11,2011,31597,,,23.06599529,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-22.95-36.9211120113159723.0659952882175CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-23.38,-178.21,4,20,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-23.38-178.21420201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-24.32,-36.22,1,19,2011,116747,,,13.73828617,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-24.32-36.22119201111674713.7382861669456CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-24.81,-33.46,1,20,2011,79607,,,319.8067293,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-24.81-33.46120201179607319.80672931949CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-25.43,-30.07,1,21,2011,14090,,,51.42721802,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-25.43-30.0712120111409051.4272180171665CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-25.49,-179.52,4,19,2011,7015,,,24.90498922,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-25.49-179.524192011701524.9049892199982CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-25.87,-27.57,1,22,2011,37991,,,238.9633625,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-25.87-27.57122201137991238.96336249691CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-26.45,-105.4,3,21,2012,5602,,,15.00535906,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-26.45-105.43212012560215.005359056806CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-26.46,-24.21,1,23,2011,162126,,,268.6656449,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-26.46-24.211232011162126268.66564494313CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-26.8,-107.13,3,21,2012,103,,,0.274815873,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-26.8-107.1332120121030.274815873364846CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-26.94,-21.4,1,24,2011,233198,,,475.0705936,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-26.94-21.41242011233198475.070593643289CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-26.95,-38.13,3,1,2013,4300,,,2.571222874,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-26.95-38.1331201343002.57122287359868CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-27.04,-108.26,3,21,2012,8623,,,23.09709722,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-27.04-108.263212012862323.0970972164273CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-27.1,-109.6,3,27,2012,66964,,,179.4,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-27.1-109.6327201266964179.4CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-27.12,-103.38,3,20,2012,87912,,,235.5,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-27.12-103.38320201287912235.5CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-27.55,-18.09,1,25,2011,212178,,,1114.267262,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-27.55-18.0912520112121781114.26726235706CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-27.98,63.25,2,25,2011,13334,,,28.5071111,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-27.9863.2522520111333428.5071110988636CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-28.13,-14.78,1,26,2011,335711,,,808.7263581,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-28.13-14.781262011335711808.726358120302CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-28.14,66.49,2,26,2011,189861,,,135.0850191,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-28.1466.492262011189861135.085019149705CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-28.41,179.14,4,18,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-28.41179.14418201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-28.65,-11.81,1,27,2011,411353,,,746.0970121,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-28.65-11.811272011411353746.097012073431CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.1,-9.14,1,28,2011,40680,,,78.88293278,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.1-9.1412820114068078.8829327754695CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.35,69.39,2,27,2011,47641,,,250.156261,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.3569.39227201147641250.156261043949CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.56,72.43,2,28,2011,57590,,,175.2394775,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.5672.43228201157590175.23947749817CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.58,96.37,3,7,2011,20957,,,6.287112124,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.5896.37372011209576.28711212430174CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.65,92.97,3,6,2011,38038,,,4.184233686,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.6592.97362011380384.18423368574894CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.69,89.69,3,5,2011,15289,,,40.97368144,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.6989.693520111528940.9736814424693CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.75,86.25,3,4,2011,115638,,,69.76844585,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.7586.2534201111563869.7684458519768CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.77,-5.31,1,29,2011,464044,,,703.1504707,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.77-5.311292011464044703.150470698508CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.8,82.62,3,3,2011,81056,,,139.0415089,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.882.6233201181056139.041508940805CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.84,79.84,3,2,2011,180393,,,150.4966657,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.8479.84322011180393150.496665721924CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.89,76.08,3,1,2011,66714,,,200.0140408,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.8976.0831201166714200.014040754728CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-29.93,99.99,3,8,2011,16345,,,0.32690017,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-29.9399.99382011163450.32690017044139CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-30.01,-102.5000000,3,28,2012,153075,,,410,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-30.01-102.53282012153075410CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-30.06,61.4200000,2,24,2011,39266,,,428.7892263,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-30.0661.42224201139266428.789226273663CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-30.26,-2.4400000,1,30,2011,452506,,,896.848173,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-30.26-2.441302011452506896.848172988975CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-30.33,103.3000000,3,9,2011,35931,,,10.18053482,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-30.33103.33920113593110.1805348174291CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-30.8,107.1900000,3,10,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-30.8107.19310201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-30.88,0.97,1,31,2011,407040,,,275.4529127,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-30.880.971312011407040275.452912653988CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-31.15,110.17,3,11,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-31.15110.17311201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-31.23,177.58,4,17,2011,4081,,,0.408133147,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-31.23177.58417201140810.408133146745742CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-31.31,3.75,2,1,2011,10057,,,12.40333777,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-31.313.752120111005712.4033377717169CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-31.54,113.38,3,12,2011,4946,,,14.83852519,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-31.54113.383122011494614.838525190408CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-31.83,6.86,2,2,2011,36156,,,39.40086653,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-31.836.862220113615639.4008665298149CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-32.22,9.35,2,3,2011,38761,,,12.68546145,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-32.229.352320113876112.6854614463456CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-32.55,-78.82,3,19,2011,4112,,,11.01354148,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-32.55-78.823192011411211.0135414818757CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-32.75,-78.3,11,24,2011,8416,,,22.54320781,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-32.75-78.311242011841622.5432078149787CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-32.81,12.77,2,4,2011,2536,,,34.48699879,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-32.8112.77242011253634.4869987926942CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-32.89,-79.47,3,19,2011,258,,,0.691818098,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-32.89-79.4731920112580.691818097961443CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.2,43.23,2,19,2011,3106,,,17.08136777,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.243.232192011310617.0813677682665CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.2,-78,6,29,2010,25278,,,47.03328509,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.2-7862920102527847.0332850940666CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.23,15.34,2,5,2011,5284,,,17.89026339,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.2315.34252011528417.8902633889624CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.56,39.87,2,18,2011,18425,,,29.48014709,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.5639.8721820111842529.4801470862805CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.57,-79.75,3,7,2009,17559,,,67.70833333,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.57-79.753720091755967.7083333333333CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.65,-77.89,1,14,2011,8444,,,22.5,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.65-77.891142011844422.5CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-33.91,37.03,2,17,2011,3528,,,1.411036943,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-33.9137.03217201135281.41103694282855CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.06,176.02,4,16,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.06176.02416201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.18,33.72,2,16,2011,3428,,,2.399517793,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.1833.72216201134282.39951779290434CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.22,-78.05,3,19,2011,4834,,,12.94867147,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.22-78.053192011483412.9486714663076CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.29,-79.43,3,1,2009,39111,,,104.7603084,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.29-79.4331200939111104.760308414348CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.44,32.12,2,15,2011,65172,,,49.67656832,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.4432.1221520116517249.6765683232427CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.52,-78.7,3,19,2011,1194,,,3.198818898,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.52-78.7319201111943.1988188976378CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-34.84,27.55,2,14,2011,9529,,,49.54897726,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-34.8427.552142011952949.5489772582899CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-35.13,25.54,2,13,2011,32787,,,9.239964623,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-35.1325.542132011327879.23996462345415CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-35.98,117.4,3,19,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-35.98117.4319201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-36.63,120.84,3,20,2011,4141,,,0.414135105,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-36.63120.84320201141410.414135104786121CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-36.64,151.01,3,28,2011,3994,,,1.183316731,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-36.64151.01328201139941.18331673122274CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-37.37,124.82,3,21,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-37.37124.82321201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-37.89,127.75,3,22,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-37.89127.75322201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-38.57,131.5,3,23,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-38.57131.5323201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-38.62,150.42,3,27,2011,10839,,,2.529113712,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-38.62150.423272011108392.5291137118429CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-39.23,135.14,3,24,2011,3912,,,23.47105872,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-39.23135.143242011391223.4710587241717CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-39.77,-56.75,2,13,2013,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-39.77-56.75213201300CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-39.87,138.74,3,25,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-39.87138.74325201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-40.54,142.49,3,26,2011,0,,,0,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-40.54142.49326201100CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-44.77,-62.27,2,11,2013,35,,,0.007713669,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-44.77-62.272112013350.00771366862079605CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-49.4,-64.07,2,9,2013,61,,,0.010284891,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-49.4-64.07292013610.0102848914943947CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-62.1,-58.9,1,16,2013,2860,,,1.542733724,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-62.1-58.9116201328601.54273372415921CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-63.1,-60,1,21,2013,4660,,,2.776920703,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-63.1-60121201346602.77692070348658CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-64.08,-62,1,25,2013,41,,,0.010284891,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-64.08-621252013410.0102848914943947CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-64.77,-62.82,1,21,2013,896,,,0.93,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-64.77-62.8212120138960.93CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
-64.88,-62.85,1,22,2013,1344,,,0.1,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,-64.88-62.85122201313440.1CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
36.03468333,-6.647083333,5,3,2013,2384,,,0.476901823,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,36.0346833333333-6.6470833333333353201323840.476901823282939CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
35.95,-5.552333333,5,4,2013,57622,,,137.8960252,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,35.95-5.5523333333333354201357622137.896025150551CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
36.12104833,-4.18537,5,4,2013,73854,,,1041.208274,,,Cozar,Maybe we can take the wind from the difference in the g/km^2. 200um net,200um,36.1210483333333-4.18537542013738541041.20827424274CozarMaybe we can take the wind from the difference in the g/km^2. 200um net200um
