Latitude ,Longitude ,Month,Day,Year,#/km2,Microplastics #/km^2,Macroplastics # /km^2,Total Wieght (g)/km^2,Microplastics Weight (g)/ km^2,Macroplastics Weight (g) /km^2,Source,Notes,Mesh Size,Conc
33.89,-118.49,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.89-118.494NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.83,-118.63,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.83-118.634NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.66,-118.97,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.66-118.974NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.49,-119.32,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.49-119.324NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.32,-119.65,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.32-119.654NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.16,-120.01,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.16-120.014NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.99,-120.35,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.99-120.354NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.66,-121.03,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.66-121.034NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.33,-121.71,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.33-121.714NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.99,-122.4,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.99-122.44NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.66,-123.07,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.66-123.074NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.32,-123.74,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.32-123.744NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.48,-117.77,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.48-117.774NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.42,-117.91,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.42-117.914NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.25,-118.25,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.25-118.254NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.19,-118.39,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.19-118.394NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.92,-118.93,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.92-118.934NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.65,-119.49,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.65-119.494NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.42,-119.96,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.42-119.964NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.08,-120.64,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.08-120.644NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.75,-121.32,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.75-121.324NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.42,-121.99,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.42-121.994NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.08,-122.65,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.08-122.654NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.75,-123.34,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.75-123.344NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.96,-117.31,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.96-117.314NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.91,-117.4,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.91-117.44NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.85,-117.53,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.85-117.534NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.68,-117.87,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.68-117.874NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.52,-118.21,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.52-118.214NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.35,-118.56,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.35-118.564NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.18,-118.89,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.18-118.894NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.01,-119.23,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.01-119.234NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.85,-119.58,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.85-119.584NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.51,-120.23,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.51-120.234NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.18,-120.92,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.18-120.924NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.85,-121.59,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.85-121.594NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.52,-122.26,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.52-122.264NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.18,-122.92,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.18-122.924NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.55,-117.34,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.55-117.344NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.39,-117.68,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.39-117.684NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.22,-118.02,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.22-118.024NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.06,-118.36,4,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.06-118.364NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.434,-167.96,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.434-167.965NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
53.774,-167.351,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,53.774-167.3515NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.899,-167.419,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.899-167.4195NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.799,-166.828,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.799-166.8285NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.907,-166.438,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.907-166.4385NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.821,-164.884,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.821-164.8845NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
56.118,-161.608,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,56.118-161.6085NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
56.457,-161.424,5,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,56.457-161.4245NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
35.02,-120.92,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,35.02-120.927NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.89,-121.2,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.89-121.27NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.38,-122.25,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.38-122.257NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.45,-120.53,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.45-120.537NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.82,-121.84,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.82-121.847NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.28,-120.03,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.28-120.037NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.22,-119.41,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.22-119.417NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.75,-121.32,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.75-121.327NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.42,-121.99,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.42-121.997NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.18,-120.92,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.18-120.927NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.85,-121.59,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.85-121.597NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.51,-122.26,7,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.51-122.267NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
57.278,-159.662,9,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,57.278-159.6629NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
56.345,-161.801,9,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,56.345-161.8019NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
55.419,-162.94,9,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,55.419-162.949NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.472,-166.036,9,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.472-166.0369NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
54.79,-166.829,9,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,54.79-166.8299NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
35.09,-120.78,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,35.09-120.7810NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
35.02,-120.92,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,35.02-120.9210NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.72,-121.54,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.72-121.5410NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.39,-122.25,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.39-122.2510NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.45,-120.52,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.45-120.5210NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.83,-121.82,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.83-121.8210NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.49,-122.53,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.49-122.5310NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.23,-119.41,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.23-119.4110NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.88,-120.13,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.88-120.1310NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.58,-120.76,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.58-120.7610NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.91,-122.13,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.91-122.1310NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.58,-122.82,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.58-122.8210NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.89,-118.49,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.89-118.4910NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.82,-118.63,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.82-118.6310NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.33,-119.67,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.33-119.6710NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.16,-120.01,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.16-120.0110NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.99,-120.35,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.99-120.3510NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.66,-121.03,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.66-121.0310NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.33,-121.71,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.33-121.7110NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.49,-117.77,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.49-117.7710NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.92,-118.94,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.92-118.9410NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.65,-119.48,10,NA,2006,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.65-119.4810NA20060Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
36.46,-122.77,1,NA,2007,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,36.46-122.771NA20070Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.75,-120.41,1,NA,2007,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.75-120.411NA20070Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.42,-121.99,1,NA,2007,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.42-121.991NA20070Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.96,-117.31,1,NA,2007,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.96-117.311NA20070Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.51,-118.22,1,NA,2007,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.51-118.221NA20070Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.51,-122.26,1,NA,2007,0,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.51-122.261NA20070Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
50.39,-130.13,4,NA,2006,60000,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,50.39-130.134NA200660000Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.35,-118.56,10,NA,2006,62580.65,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.35-118.5610NA200662580.65Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
51.04,-131.24,4,NA,2006,63225.81,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,51.04-131.244NA200663225.81Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.49,-119.32,10,NA,2006,67096.77,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.49-119.3210NA200667096.77Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.91,-117.4,10,NA,2006,67741.94,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.91-117.410NA200667741.94Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.48,-122.53,7,NA,2006,69677.42,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.48-122.537NA200669677.42Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.18,-118.88,7,NA,2006,72258.06,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.18-118.887NA200672258.06Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.25,-121.45,10,NA,2006,72258.06,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.25-121.4510NA200672258.06Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.99,-120.35,7,NA,2006,75483.87,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.99-120.357NA200675483.87Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.82,-123.9,10,NA,2006,76774.19,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.82-123.910NA200676774.19Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.91,-124.17,10,NA,2006,77419.35,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.91-124.1710NA200677419.35Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.28,-120.02,10,NA,2006,80000,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.28-120.0210NA200680000Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.18,-119.51,1,NA,2007,80645.16,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.18-119.511NA200780645.16Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.61,-117.2,4,NA,2006,81935.48,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.61-117.24NA200681935.48Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.74,-120.42,10,NA,2006,85161.29,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.74-120.4210NA200685161.29Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.75,-123.33,1,NA,2007,92258.06,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.75-123.331NA200792258.06Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
35.79,-124.2,1,NA,2007,93548.39,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,35.79-124.21NA200793548.39Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.18,-122.92,7,NA,2006,94838.71,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.18-122.927NA200694838.71Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
35.09,-120.78,7,NA,2006,96774.19,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,35.09-120.787NA200696774.19Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.16,-120.01,1,NA,2007,98064.52,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.16-120.011NA200798064.52Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.19,-118.39,1,NA,2007,98064.52,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.19-118.391NA200798064.52Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
31.99,-122.39,1,NA,2007,103225.81,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,31.99-122.391NA2007103225.81Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.89,-121.2,10,NA,2006,105161.29,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.89-121.210NA2006105161.29Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.65,-119.48,1,NA,2007,112258.06,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.65-119.481NA2007112258.06Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
29.85,-123.59,1,NA,2007,115483.87,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,29.85-123.591NA2007115483.87Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.88,-120.13,7,NA,2006,142580.65,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.88-120.137NA2006142580.65Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.66,-118.97,10,NA,2006,149032.26,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.66-118.9710NA2006149032.26Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
34.32,-120.8,7,NA,2006,150322.58,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,34.32-120.87NA2006150322.58Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
32.25,-123.49,10,NA,2006,150322.58,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,32.25-123.4910NA2006150322.58Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
33.72,-123.64,10,NA,2006,158064.52,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,33.72-123.6410NA2006158064.52Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
55.286,-164.332,9,NA,2006,160645.16,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,55.286-164.3329NA2006160645.16Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
30.42,-124,10,NA,2006,160645.16,,,,,,Doyle 2011,Unadjusted for wind or sea state no day of year. 0.505um Net,505um,30.42-12410NA2006160645.16Doyle 2011Unadjusted for wind or sea state no day of year. 0.505um Net505um
