Latitude (N),Longitude (E),Month,Day,Year,Debris density (#/km2),micro,macro,Weigth,micro,macro,Source,Notes,Tow Length (m),Area filtered (m2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.22,-64.12,10,27,1997,6645,,,,,,SEA Education,Not adjusted,2408,2408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.20,-62.73,10,28,1997,12956,,,,,,SEA Education,Not adjusted,2547,2547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.17,-61.73,10,28,1997,14414,,,,,,SEA Education,Not adjusted,2220,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.80,-60.25,10,29,1997,9971,,,,,,SEA Education,Not adjusted,2407,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.37,-59.93,10,29,1997,3780,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.98,-59.77,10,30,1997,8639,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.18,-59.48,10,30,1997,8099,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.40,-59.97,10,31,1997,11879,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.53,-58.78,10,31,1997,95032,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.97,-58.60,11,19,1997,44104,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.97,-58.60,11,1,1997,44104,,,,,,SEA Education,Not adjusted,2222,2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-57.85,11,1,1997,900,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-57.85,11,1,1997,1800,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-57.85,11,2,1997,109568,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-57.85,11,2,1997,25020,,,,,,SEA Education,Not adjusted,1279,1279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.68,-57.85,11,2,1997,62635,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.12,-57.87,11,2,1997,52376,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.40,-57.98,11,3,1997,5400,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.18,-59.47,11,4,1997,2432,,,,,,SEA Education,Not adjusted,1645,1645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.23,-61.30,11,5,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.50,-60.73,11,5,1997,565,,,,,,SEA Education,Not adjusted,1770,1770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.35,-60.75,11,6,1997,2700,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.35,-60.75,11,6,1997,900,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.35,-60.75,11,6,1997,3600,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.35,-60.75,11,6,1997,1080,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.35,-60.75,11,6,1997,0,,,,,,SEA Education,Not adjusted,1297,1297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07,-61.95,11,11,1997,0,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07,-61.95,11,11,1997,0,,,,,,SEA Education,Not adjusted,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07,-61.95,11,11,1997,0,,,,,,SEA Education,Not adjusted,185,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07,-61.95,11,11,1997,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.07,-61.95,11,11,1997,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.98,-61.12,11,13,1997,0,,,,,,SEA Education,Not adjusted,1759,1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.90,-64.62,12,4,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.90,-64.62,12,4,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.27,-64.47,12,5,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.27,-64.47,12,5,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.42,-64.32,12,5,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.42,-64.32,12,5,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.00,-63.85,12,6,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.00,-63.85,12,6,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10,-62.23,12,7,1997,0,,,,,,SEA Education,Not adjusted,2315,2315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.10,-62.23,12,7,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.48,-62.53,12,8,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.48,-62.53,12,8,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.88,-62.52,12,8,1997,0,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.88,-62.52,12,8,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.35,-62.47,12,9,1997,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.35,-62.47,12,9,1997,1351,,,,,,SEA Education,Not adjusted,740,740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.47,-62.47,12,10,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.47,-62.47,12,10,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10,-63.08,12,10,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.10,-63.08,12,10,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.87,-64.02,12,11,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.98,-64.02,12,11,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52,-64.70,12,12,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.52,-64.70,12,12,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.98,-68.10,12,14,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.98,-68.10,12,14,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.60,-69.35,12,17,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.60,-69.35,12,17,1997,0,,,,,,SEA Education,Not adjusted,1574,1574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.32,-69.80,12,18,1997,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.32,-69.80,12,18,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10,-70.13,12,18,1997,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.10,-70.13,12,18,1997,600,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.90,-70.38,12,19,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.90,-70.38,12,19,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.45,-70.82,12,19,1997,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.45,-70.82,12,19,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.02,-71.78,12,20,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.02,-71.78,12,20,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.78,-72.77,12,20,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.78,-72.77,12,20,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.88,-73.62,12,21,1997,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.88,-73.62,12,21,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.72,-74.38,12,21,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.72,-74.38,12,21,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.62,-75.30,12,22,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.62,-75.30,12,22,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.50,-76.25,12,22,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.50,-77.60,12,23,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.33,-78.82,12,23,1997,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.20,-79.83,12,24,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.20,-79.83,12,24,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.75,-81.12,12,25,1997,0,,,,,,SEA Education,Not adjusted,1667,1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.75,-81.12,12,25,1997,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.65,-82.97,12,26,1997,0,,,,,,SEA Education,Not adjusted,1389,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.65,-82.97,12,26,1997,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.57,-84.33,12,27,1997,2700,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.57,-84.33,12,27,1997,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.57,-85.97,12,28,1997,0,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.57,-85.97,12,28,1997,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.88,-79.73,2,11,1998,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.00,-80.02,2,12,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.00,-80.02,2,12,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.45,-80.03,2,13,1998,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.35,-78.98,2,14,1998,415,,,,,,SEA Education,Not adjusted,2407,2407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.35,-78.98,2,14,1998,12601,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.38,-77.35,2,14,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.38,-77.35,2,14,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.25,-76.18,2,15,1998,0,,,,,,SEA Education,Not adjusted,1850,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.25,-76.18,2,15,1998,541,,,,,,SEA Education,Not adjusted,1850,1850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.42,-75.53,2,15,1998,0,,,,,,SEA Education,Not adjusted,370,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.47,-73.05,2,18,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.47,-73.05,2,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.62,-71.67,2,19,1998,11339,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.38,-71.23,2,19,1998,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.05,-70.23,2,20,1998,10799,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.62,-68.93,2,21,1998,1199,,,,,,SEA Education,Not adjusted,1668,1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.62,-68.93,2,21,1998,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.85,-68.22,2,22,1998,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.85,-68.22,2,22,1998,5940,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.23,-67.97,2,22,1998,7559,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.23,-67.97,2,22,1998,9179,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.50,-68.03,2,23,1998,1964,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.50,-68.03,2,23,1998,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.22,-68.40,2,23,1998,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.22,-68.40,2,23,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.25,-68.75,2,24,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.27,-68.75,2,24,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.23,-67.72,2,26,1998,4860,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.62,-67.73,2,26,1998,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.22,-67.83,2,27,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.22,-67.83,2,27,1998,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.38,-68.05,2,27,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.08,-68.58,2,27,1998,10259,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.08,-68.58,2,27,1998,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.45,-70.12,3,2,1998,4628,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.35,-70.35,3,3,1998,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.37,-70.35,3,3,1998,0,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.60,-69.42,3,4,1998,39957,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.30,-81.82,3,27,1998,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.27,-80.94,3,27,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.13,-80.72,3,27,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.35,-80.52,3,27,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.25,-80.32,3,28,1998,0,,,,,,SEA Education,Not adjusted,2037,2037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.42,-79.70,3,29,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.78,-76.85,3,31,1998,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.55,-76.32,4,1,1998,540,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.09,-76.70,4,2,1998,27538,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.09,-76.70,4,2,1998,16199,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.57,-76.28,4,2,1998,4320,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.10,-75.15,4,3,1998,28618,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.93,-74.78,4,4,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.22,-74.77,4,6,1998,2700,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.22,-74.77,4,6,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.72,-74.60,4,6,1998,0,,,,,,SEA Education,Not adjusted,926,926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.92,-74.30,4,7,1998,0,,,,,,SEA Education,Not adjusted,1853,1853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.57,-73.57,4,9,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.17,-73.65,4,9,1998,53996,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.77,-73.60,4,10,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.50,-74.05,4,10,1998,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.98,-74.25,4,11,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.62,-74.75,4,11,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.55,-75.03,4,11,1998,0,,,,,,SEA Education,Not adjusted,1666,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.68,-76.33,4,12,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.67,-76.62,4,12,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.67,-76.63,4,12,1998,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.57,-76.65,4,12,1998,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.63,-76.68,4,12,1998,2160,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.47,-79.02,4,14,1998,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.75,-79.58,4,15,1998,1080,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.67,-80.97,4,15,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.35,-81.78,4,16,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.77,-82.40,4,17,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.37,-83.52,4,17,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.15,-84.15,4,17,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.00,-84.17,4,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.87,-84.33,4,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.70,-84.92,4,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.68,-84.93,4,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.65,-84.95,4,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.63,-84.97,4,18,1998,0,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.35,-71.03,6,23,1998,1620,,,,,,SEA Education,Not adjusted,1852,1852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.05,-70.67,6,24,1998,772,,,,,,SEA Education,Not adjusted,1296,1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.90,-71.23,6,24,1998,13501,,,,,,SEA Education,Not adjusted,1111,1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
