"","Day","Month","Year","Latitude","Longitude","X..km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Microplastics...km.2","Macroplastics....km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps"
"1962",21,5,2013,35.70250833,23.419435,41893,74.6364012,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1963",21,5,2013,36.40195833,20.80540833,42911,52.78499376,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1964",23,5,2013,41.8368,17.2529,57585,267.2068405,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1965",25,5,2013,40.2317,18.83187667,17179,18.23199971,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1966",25,5,2013,39.0736,18.70028333,5631,3.5,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1967",25,5,2013,37.79526667,18.51338333,88220,250.9217344,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1968",26,5,2013,37.8168,15.5,27637,23.00158831,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1969",27,5,2013,38.854825,14.89363,28206,41.82270637,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1970",27,5,2013,39.82896167,12.51419833,35704,73.70654245,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971",27,5,2013,39.81943333,12.53478333,47087,113.3410176,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",29,5,2013,41.334,7.446933333,8288,14.12965973,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",29,5,2013,41.3145,5.662166667,81632,405.4390133,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",29,5,2013,41.31575333,5.663508333,112095,304.900915,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",30,5,2013,40.0695,5.945933333,64231,64.27660349,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",30,5,2013,40.07856667,5.930433333,45122,126.3416047,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1977",31,5,2013,40.95018333,3.320366667,412037,1628.5357,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1978",31,5,2013,40.94903333,3.320466667,54096,135.2416907,"Cozar",200,"Not Adjusted, Might be able to extract wind from g/km^2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979",16,5,2013,33.09,31.76,NA,134.1,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1980",17,5,2013,33.22,31.98,NA,201.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981",15,5,2013,33.47,28.08,NA,553.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1982",15,5,2013,33.5,28,NA,1290.9,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983",17,5,2013,34.23,33.23,NA,420.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984",13,5,2013,34.89,18.55,NA,70.2,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985",12,5,2013,35.12,18.29,NA,258,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986",19,5,2013,35.38,25.47,NA,435.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987",21,5,2013,35.7,23.42,NA,74.6,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988",4,5,2013,35.95,-5.55,NA,159,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989",3,5,2013,36.03,-6.65,NA,0.5,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990",11,5,2013,36.04,15.23,NA,1813.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991",4,5,2013,36.12,-4.19,NA,1041.2,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992",5,5,2013,36.12,-4.18,NA,401.3,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993",21,5,2013,36.4,20.81,NA,52.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994",5,5,2013,36.45,-1.89,NA,56.2,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995",11,5,2013,37.04,13.18,NA,351.9,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996",10,5,2013,37.12,12.68,NA,4.4,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997",5,5,2013,37.24,-1.25,NA,580.5,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998",7,5,2013,37.49,1.45,NA,246.3,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999",6,5,2013,37.57,0.98,NA,3622,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",25,5,2013,37.8,18.51,NA,308.2,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",26,5,2013,37.82,15.5,NA,23,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002",9,5,2013,38.27,8.69,NA,1130.9,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003",8,5,2013,38.52,5.56,NA,107.7,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004",8,5,2013,38.53,5.56,NA,498.5,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005",27,5,2013,38.85,14.89,NA,41.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006",25,5,2013,39.07,18.7,NA,60.1,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007",27,5,2013,39.82,12.53,NA,124.6,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008",27,5,2013,39.83,12.51,NA,80.9,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009",30,5,2013,40.07,5.95,NA,64.3,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010",30,5,2013,40.08,5.93,NA,175.8,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011",25,5,2013,40.23,18.83,NA,114.9,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012",31,5,2013,40.95,3.32,NA,135.2,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",31,5,2013,40.95,3.32,NA,1628.5,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",29,5,2013,41.31,5.66,NA,1519.6,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015",29,5,2013,41.32,5.66,NA,2228.9,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016",29,5,2013,41.33,7.45,NA,76.6,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2017",23,5,2013,41.84,17.25,NA,267.2,"Cozar 2015",200,"Corrected for wind",NA,NA,NA,NA,NA,NA,"MedSeA2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2018",27,10,2013,61.522,-54.011,5099.14285714286,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2019",23,10,2013,64.688,-52.034,40558,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020",4,6,2013,67.206,0.257,11473,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2021",5,6,2013,68.994,2.165,11004.8,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2022",20,10,2013,69.113,-50.364,17602.5,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2023",15,10,2013,69.203,-51.147,37862.4,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2024",6,6,2013,70.369,3.731,9373,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2025",4,9,2013,70.714,166.29,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2026",12,10,2013,70.946,-52.478,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2027",30,6,2013,71.049,38.691,63093,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2028",8,9,2013,71.159,174.81,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2029",16,9,2013,71.332,-147.298,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2030",16,9,2013,71.478,-140.102,12954,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2031",3,9,2013,71.511,160.987,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032",15,9,2013,71.875,-153.075,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2033",27,9,2013,71.981,-92.449,36708,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2034",13,9,2013,72.207,-158.277,254584,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2035",2,7,2013,72.604,44.136,236952,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036",6,10,2013,72.675,-77.544,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2037",5,10,2013,73.067,-79.639,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2038",3,10,2013,73.148,-83.033,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2039",2,9,2013,73.824,145.776,20665,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2040",19,7,2013,73.964,77.072,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2041",8,6,2013,74.168,3.91,136779.256329114,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2042",3,7,2013,74.389,47.137,239525,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2043",18,7,2013,74.811,76.166,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2044",4,7,2013,75.952,51.927,36154.0740740741,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2045",4,8,2013,75.973,78.509,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2046",9,6,2013,76.072,2.087,185008.714285714,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2047",15,7,2013,77.256,73.256,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2048",5,8,2013,77.439,75.731,44280,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2049",5,7,2013,77.582,58.474,371063.936170213,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2050",13,7,2013,77.756,65.405,78391.7647058823,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2051",14,7,2013,77.912,71.746,74282,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2052",27,8,2013,77.925,116.912,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2053",6,7,2013,77.982,67.8,117370.25,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2054",6,8,2013,79.015,69.71,4442.5,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2055",12,8,2013,79.082,74.263,0,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2056",10,7,2013,79.203,66.575,27274.5,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2057",11,8,2013,79.673,60.99,87048.5,NA,"Cozar 2017",320,"Corrected for wind,Surface concentration recalculated to include Fibers but weight is not so I removed it from the column",NA,NA,NA,NA,NA,NA,"TARA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2058",29,8,1987,34.68333333,142.35,26200,NA,"Day 1989",500,"Not Corrected, Used numbers from sum data. There was another dataset in the paper where sums were made that did not add up to the correct sums, many were off by 1%.",1000,NA,13100,13100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,8.0172,NA,NA,NA,NA
"2059",28,8,1987,34.81666667,144.9166667,130700,NA,"Day 1989",500,"Not Corrected, Used numbers from sum data. There was another dataset in the paper where sums were made that did not add up to the correct sums, many were off by 1%.",1000,NA,32700,98000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,39.9942,NA,NA,NA,NA
"2060",26,8,1987,36,149.8166667,6600,NA,"Day 1989",500,"Not Corrected, Used numbers from sum data. There was another dataset in the paper where sums were made that did not add up to the correct sums, many were off by 1%.",1000,NA,3300,3300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,2.0196,NA,NA,NA,NA
"2061",31,7,1987,36,-170.0166667,134200,NA,"Day 1989",53,"Not Corrected, Used numbers from sum data. There was another dataset in the paper where sums were made that did not add up to the correct sums, many were off by 1%.",1000,NA,67100,67100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,298,NA,NA,39.9916,NA,NA,NA,NA
"2062",15,8,1987,36.03333333,170,0,NA,"Day 1989",500,"Not Corrected, Used numbers from sum data. There was another dataset in the paper where sums were made that did not add up to the correct sums, many were off by 1%.",1000,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306,NA,NA,0,NA,NA,NA,NA
