"","Day","Month","Year","Latitude","Longitude","X..km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Microplastics...km.2","Macroplastics....km.2","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","v10Mps"
"5725",8,3,1992,17.17,-80.02,4174,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,NA,NA,4.01772879731672e-07,NA,NA,NA,NA
"5726",8,3,1992,17.17,-80.02,4723,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,3.13783612110946e-07,NA,NA,NA,NA
"5727",28,2,2001,17.17,-79.1,3780,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.8994708994709e-07,NA,NA,NA,NA
"5728",6,3,1992,17.17,-78.28,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA
"5729",6,3,1992,17.17,-78.28,900,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA
"5730",24,12,1994,17.17,-74.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA
"5731",24,12,1994,17.17,-74.75,720,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,1.92916666666667e-06,NA,NA,NA,NA
"5732",29,11,2001,17.17,-63.07,15300,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1177,NA,NA,7.69281045751634e-08,NA,NA,NA,NA
"5733",18,11,2011,17.19,-158.28,387,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581,NA,NA,6.66925064599483e-06,NA,NA,NA,NA
"5734",12,12,2010,17.19,-80.41,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1436,NA,NA,Inf,NA,NA,NA,NA
"5735",9,3,2004,17.19,-76.15,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204,NA,NA,Inf,NA,NA,NA,NA
"5736",1,12,2010,17.19,-68.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2705,NA,NA,Inf,NA,NA,NA,NA
"5737",27,2,2006,17.2,-79.51,14579,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.27032032375334e-07,NA,NA,NA,NA
"5738",25,2,1987,17.2,-77.03,864,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315,NA,NA,2.67939814814815e-06,NA,NA,NA,NA
"5739",8,12,2007,17.2,-76.87,26085,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1725,NA,NA,6.6129959746981e-08,NA,NA,NA,NA
"5740",11,3,1991,17.2,-75.4,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5741",4,12,1996,17.2,-63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"5742",13,12,2007,17.21,-84.32,2504,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1198,NA,NA,4.78434504792332e-07,NA,NA,NA,NA
"5743",28,2,1999,17.21,-77.51,6299,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.76377202730592e-07,NA,NA,NA,NA
"5744",2,3,1994,17.22,-81.83,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5745",26,2,1996,17.22,-80.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"5746",8,12,2007,17.22,-77.6,2370,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2953,NA,NA,1.24599156118143e-06,NA,NA,NA,NA
"5747",3,12,1992,17.22,-63.45,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5748",3,4,2002,17.23,-157.24,1714,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334,NA,NA,1.36172695449242e-06,NA,NA,NA,NA
"5749",3,3,1995,17.23,-82.67,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5750",26,2,1996,17.23,-80.32,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"5751",5,3,1992,17.23,-77.18,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA
"5752",5,3,1992,17.23,-77.18,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA
"5753",16,12,1989,17.23,-66.87,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"5754",16,12,1989,17.23,-66.87,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA
"5755",3,3,2003,17.24,-79.34,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5756",27,2,2001,17.24,-77.53,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"5757",12,12,2000,17.24,-74.22,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5758",12,12,2000,17.24,-74.22,1012,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2963,NA,NA,2.92786561264822e-06,NA,NA,NA,NA
"5759",30,11,2007,17.25,-113.31,2065,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1453,NA,NA,7.0363196125908e-07,NA,NA,NA,NA
"5760",31,10,2001,17.25,-102.62,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA
"5761",20,4,2002,17.25,-85.62,2699,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,5.49092256391256e-07,NA,NA,NA,NA
"5762",26,2,1996,17.25,-80.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"5763",2,12,1992,17.25,-64.35,15659,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.18270643080656e-07,NA,NA,NA,NA
"5764",1,11,2011,17.26,-149.41,1067,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1874,NA,NA,1.75632614807873e-06,NA,NA,NA,NA
"5765",9,12,2007,17.26,-79.08,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1749,NA,NA,Inf,NA,NA,NA,NA
"5766",28,2,2001,17.26,-78.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5767",30,11,2009,17.26,-65.35,6924,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733,NA,NA,2.50288850375505e-07,NA,NA,NA,NA
"5768",1,12,2000,17.26,-65.12,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5769",26,2,1996,17.27,-80.3,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"5770",10,4,2006,17.27,-76.75,8099,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.28670206198296e-07,NA,NA,NA,NA
"5771",27,2,1995,17.27,-76.58,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5772",28,2,1993,17.27,-76.03,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5773",28,2,1993,17.27,-76.03,10799,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71497360866747e-07,NA,NA,NA,NA
"5774",27,2,1996,17.28,-82.03,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"5775",27,2,1996,17.28,-82.02,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA
"5776",8,3,1992,17.28,-79.45,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1018,NA,NA,Inf,NA,NA,NA,NA
"5777",8,3,1992,17.28,-79.45,1270,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1574,NA,NA,1.23937007874016e-06,NA,NA,NA,NA
"5778",20,12,1999,17.28,-77.67,19978,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,9.27019721693863e-08,NA,NA,NA,NA
"5779",21,12,1994,17.28,-71.8,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5780",21,12,1994,17.28,-71.8,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA
"5781",3,12,2009,17.28,-68.59,1929,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2074,NA,NA,1.07516848107828e-06,NA,NA,NA,NA
"5782",1,12,2010,17.28,-67.81,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1403,NA,NA,Inf,NA,NA,NA,NA
"5783",5,6,2012,17.29,-155.56,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1723,NA,NA,Inf,NA,NA,NA,NA
"5784",26,12,1998,17.29,-84.13,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5785",8,11,2008,17.29,-59.34,399,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2509,NA,NA,6.28822055137845e-06,NA,NA,NA,NA
"5786",27,2,1996,17.3,-82,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"5787",27,2,1996,17.3,-81.98,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"5788",27,2,1996,17.3,-81.97,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,2.85802469135802e-07,NA,NA,NA,NA
"5789",27,2,1995,17.3,-77.63,1800,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,1.23444444444444e-06,NA,NA,NA,NA
"5790",26,12,2003,17.3,-74.98,771,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.68093385214008e-06,NA,NA,NA,NA
"5791",2,12,1998,17.3,-64.67,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5792",20,11,1992,17.3,-64.4,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA
"5793",20,11,1992,17.3,-64.4,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,4.28703703703704e-07,NA,NA,NA,NA
"5794",14,11,2012,17.31,-62.18,867,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2308,NA,NA,2.66205305651672e-06,NA,NA,NA,NA
"5795",27,10,2009,17.32,-128.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,NA,NA,Inf,NA,NA,NA,NA
"5796",6,3,1992,17.32,-78.7,10799,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185,NA,NA,1.71312158533198e-08,NA,NA,NA,NA
"5797",7,3,1992,17.32,-78.7,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,370,NA,NA,Inf,NA,NA,NA,NA
"5798",18,12,1991,17.32,-78.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5799",18,12,1991,17.32,-78.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5800",14,4,1996,17.32,-76.67,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"5801",14,4,1996,17.32,-76.67,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA
"5802",16,5,2000,17.32,-66.41,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA
"5803",16,5,2000,17.32,-66.41,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5804",5,11,1996,17.32,-61,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5805",5,11,1996,17.32,-61,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5806",2,11,1993,17.32,-59.93,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5807",2,11,1993,17.32,-59.93,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,Inf,NA,NA,NA,NA
"5808",3,3,2000,17.33,-77.64,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5809",14,12,2001,17.34,-73.36,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,Inf,NA,NA,NA,NA
"5810",21,11,2002,17.34,-63.76,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA
"5811",16,4,1998,17.35,-81.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5812",13,3,1991,17.35,-77.3,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"5813",13,3,1991,17.35,-77.3,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA
"5814",23,12,1989,17.35,-72.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5815",23,12,1989,17.35,-72.5,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5816",18,11,2009,17.35,-62.88,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1975,NA,NA,Inf,NA,NA,NA,NA
"5817",6,11,1997,17.35,-60.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1297,NA,NA,Inf,NA,NA,NA,NA
"5818",6,11,1997,17.35,-60.75,900,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,1.23444444444444e-06,NA,NA,NA,NA
"5819",6,11,1997,17.35,-60.75,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,8.57407407407407e-07,NA,NA,NA,NA
"5820",6,11,1997,17.35,-60.75,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,4.11481481481481e-07,NA,NA,NA,NA
"5821",6,11,1997,17.35,-60.75,3600,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,3.08611111111111e-07,NA,NA,NA,NA
"5822",4,11,1996,17.35,-60.34,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA
"5823",4,11,1996,17.35,-60.34,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5824",7,11,1995,17.35,-60.2,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA
"5825",7,11,1995,17.35,-60.2,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,6.43055555555556e-07,NA,NA,NA,NA
"5826",21,11,2002,17.36,-63.8,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5827",11,5,2011,17.37,-159.77,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,NA,NA,Inf,NA,NA,NA,NA
"5828",29,3,2006,17.37,-158.18,3240,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA
"5829",17,4,1998,17.37,-83.52,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5830",6,3,1994,17.37,-82.47,8639,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.14376663965737e-07,NA,NA,NA,NA
"5831",27,2,2006,17.37,-79.04,7777,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315,NA,NA,2.97672624405298e-07,NA,NA,NA,NA
"5832",15,5,2000,17.37,-65.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA
"5833",15,5,2000,17.37,-65.25,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5834",1,12,2000,17.37,-65.1,1350,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,1.64592592592593e-06,NA,NA,NA,NA
"5835",3,12,1998,17.37,-64.83,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
"5836",31,3,2012,17.38,-159.22,963,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2077,NA,NA,2.15680166147456e-06,NA,NA,NA,NA
"5837",7,12,2006,17.38,-66.73,600,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA
"5838",4,12,1993,17.38,-63.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA
