"","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size == as.numeric(Mesh.Size)","Corrected","wind","CorrectedConcentration"
"3828",4762,8,12,1996,14.02,-61.07,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.21385431289673,0
"3829",4763,30,10,1986,14.02,-58.95,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2316,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.42159593105316,0
"3830",4764,5,12,1994,14.03,-63.42,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.8771145939827,0
"3831",4765,5,12,1994,14.03,-63.42,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",6.8771145939827,1129.21125788081
"3832",4766,9,12,1995,14.03,-61.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.66532266139984,0
"3833",4767,5,11,1993,14.03,-61.08,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",7.04183542728424,3445.27223023602
"3834",4768,6,11,1993,14.03,-61.08,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.04183542728424,0
"3835",4769,18,4,2013,14.05,-159.74,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.88331311941147,0
"3836",4770,1,12,2004,14.06,-63.67,5400,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.74444444444444e-07,NA,NA,NA,NA,TRUE,"No",6.91412150859833,11335.2496873331
"3837",4771,23,12,1992,14.07,-68.7,9719,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.90554583804918e-07,NA,NA,NA,NA,TRUE,"No",7.62215942144394,21891.8515358686
"3838",4772,26,12,1990,14.07,-44.77,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",7.29077064990997,1177.51596242983
"3839",4773,22,12,1996,14.08,-71.12,632,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582,NA,NA,2.50316455696203e-06,NA,NA,NA,NA,TRUE,"No",8.43699884414673,1535.74574336228
"3840",4774,17,12,1992,14.08,-69.03,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.82455199956894,0
"3841",4775,4,11,1998,14.08,-60.26,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.61545717716217,0
"3842",4776,6,12,1998,14.09,-63.97,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.78503972291946,0
"3843",4777,5,12,2005,14.1,-115.51,360,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,7.71666666666667e-06,NA,NA,NA,NA,TRUE,"No",6.80735105276108,747.389141142703
"3844",4778,18,12,1997,14.1,-70.13,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.34751045703888,0
"3845",4779,18,12,1997,14.1,-70.13,600,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,TRUE,"No",8.34751045703888,1446.26419787612
"3846",4780,4,11,1993,14.1,-60.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.97323191165924,0
"3847",4781,4,11,1993,14.1,-60.78,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.97323191165924,0
"3848",4782,31,10,2007,14.1,-58.19,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1733,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.87452900409698,0
"3849",4783,3,11,2001,14.11,-59.55,24298,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.62202650423903e-08,NA,NA,NA,NA,TRUE,"No",4.20435333251953,29984.940668074
"3850",4784,8,12,2003,14.12,-111.93,2160,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",5.82763254642487,4030.67412882388
"3851",4785,15,5,2003,14.13,-158.31,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",9.2445530295372,0
"3852",4786,6,12,1993,14.13,-61.93,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.11736315488815,0
"3853",4787,4,11,2012,14.14,-58.66,966,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2071,NA,NA,2.14389233954451e-06,NA,NA,NA,NA,TRUE,"No",6.64653199911118,1972.01931863017
"3854",4788,19,12,1998,14.15,-70.94,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.25159245729446,0
"3855",4789,31,3,2007,14.16,-159.57,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3519,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.76119124889374,0
"3856",4790,18,12,1994,14.17,-66.37,1296,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2315,NA,NA,1.78626543209877e-06,NA,NA,NA,NA,TRUE,"No",6.9415677189827,2728.14065026162
"3857",4791,18,12,1994,14.17,-66.37,2700,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",6.9415677189827,5683.62635471172
"3858",4792,5,12,1998,14.17,-63.99,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.78503972291946,0
"3859",4793,19,2,1991,14.17,-62.08,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",7.52995908260345,1205.5273389805
"3860",4794,15,4,2002,14.18,-167.24,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1833,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.99221473932266,0
"3861",4795,8,3,1992,14.18,-81.58,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.03757518529892,0
"3862",4796,8,3,1992,14.18,-81.58,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",7.03757518529892,3443.78034051855
"3863",4797,30,10,1991,14.18,-60.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.04632574319839,0
"3864",4798,31,10,1991,14.18,-60.75,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.04632574319839,0
"3865",4799,18,12,2000,14.19,-71.09,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",9.13688445091248,0
"3866",4800,10,12,2004,14.19,-69.54,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.79278361797333,0
"3867",4801,11,11,2000,14.19,-60.98,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.35356539487839,0
"3868",4802,21,11,2012,14.2,-157.17,4848,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1857,NA,NA,3.83044554455446e-07,NA,NA,NA,NA,TRUE,"No",8.77421754598618,19654.0598799242
"3869",4803,1,12,2008,14.2,-112.83,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,412,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.66195821762085,0
"3870",4804,9,11,1999,14.2,-60.58,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.71305900812149,0
"3871",4805,9,11,1999,14.2,-60.58,1200,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,1.38916666666667e-06,NA,NA,NA,NA,TRUE,"No",5.71305900812149,2210.0237018923
"3872",4806,27,10,2011,14.21,-141.35,4681,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1709,NA,NA,3.65092928861354e-07,NA,NA,NA,NA,TRUE,"No",7.25026404857635,10166.2456755034
"3873",4807,9,12,2003,14.21,-62.47,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.76415598392487,0
"3874",4808,5,12,1992,14.23,-62.67,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.47274535894394,0
"3875",4809,7,11,1992,14.23,-61.18,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.86061477661133,0
"3876",4810,7,11,1992,14.23,-61.18,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.86061477661133,0
"3877",4811,24,12,1990,14.23,-43.45,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.45800697803497,0
"3878",4812,3,12,2000,14.24,-66.07,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",8.50089812278748,2130.21115310002
"3879",4813,3,12,2000,14.24,-66.07,600,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,TRUE,"No",8.50089812278748,2366.90128122225
"3880",4814,14,11,2006,14.24,-61.73,3375,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,4.39111111111111e-07,NA,NA,NA,NA,TRUE,"No",5.50122892856598,6064.09436618628
"3881",4815,28,2,1992,14.25,-75.4,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",8.81596231460571,2198.20002094014
"3882",4816,28,2,1992,14.25,-75.4,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",8.81596231460571,2198.20002094014
"3883",4817,5,12,1998,14.25,-63.06,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.58142644166946,0
"3884",4818,1,4,2004,14.27,-158.33,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.18682664632797,0
"3885",4819,4,12,2000,14.27,-64.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.36442351341248,0
"3886",4820,11,11,2011,14.27,-60.94,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2819,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.94205731153488,0
"3887",4821,2,12,2006,14.28,-113.59,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.74915242195129,0
"3888",4822,6,12,1996,14.28,-61.85,4320,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.28703703703704e-07,NA,NA,NA,NA,TRUE,"No",6.07445001602173,8288.7789512623
"3889",4823,1,11,2010,14.29,-147.59,7084,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3247,NA,NA,4.58356860530774e-07,NA,NA,NA,NA,TRUE,"No",8.44344681501389,17223.9351694711
"3890",4824,2,12,2009,14.3,-158.73,1130,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1770,NA,NA,1.56637168141593e-06,NA,NA,NA,NA,TRUE,"No",7.1681250333786,2434.05096555624
"3891",4825,29,10,2009,14.31,-130.65,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.54452812671661,0
"3892",4826,13,5,2011,14.32,-160.73,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1935,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.76165407896042,0
"3893",4827,15,5,2005,14.32,-156.27,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1929,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.42550444602966,0
"3894",4828,6,12,1987,14.33,-62.45,39874,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,6.03902292220495e-08,NA,NA,NA,NA,TRUE,"No",7.46053433418274,88416.2689794216
"3895",4829,10,11,2004,14.34,-61.71,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",5.96925342082977,3071.90170858361
"3896",4830,8,11,2009,14.34,-61.5,604,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1655,NA,NA,2.74006622516556e-06,NA,NA,NA,NA,TRUE,"No",5.55966430902481,1092.72161361199
"3897",4831,5,6,2011,14.35,-158.16,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1628,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",8.86092728376389,0
"3898",4832,10,12,2000,14.35,-70.1,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",8.91178679466248,2218.88488009591
"3899",4833,10,12,2000,14.35,-70.1,720,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,1.92916666666667e-06,NA,NA,NA,NA,TRUE,"No",8.91178679466248,2958.51317346121
"3900",4834,9,12,1997,14.35,-62.47,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.21420967578888,0
"3901",4835,9,12,1997,14.35,-62.47,1351,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,740,NA,NA,5.47742413027387e-07,NA,NA,NA,NA,TRUE,"No",7.21420967578888,2923.56835729415
"3902",4836,2,11,2005,14.35,-59.76,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,8.57407407407407e-07,NA,NA,NA,NA,TRUE,"No",5.76275807619095,2000.4300499869
"3903",4837,31,3,2006,14.36,-158.62,675,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.19555555555556e-06,NA,NA,NA,NA,TRUE,"No",7.32226836681366,1476.50188048785
"3904",4838,2,11,2005,14.36,-59.76,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,741,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.76275807619095,0
"3905",4839,6,12,1987,14.37,-62.48,16919,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2778,NA,NA,1.64194101306224e-07,NA,NA,NA,NA,TRUE,"No",7.46053433418274,37516.0469193669
"3906",4840,6,12,1989,14.37,-61.84,540,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.42962962962963e-06,NA,NA,NA,NA,TRUE,"No",7.46199828386307,1197.56292914605
"3907",4841,2,11,2005,14.37,-59.76,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.76275807619095,0
"3908",4842,22,12,2003,14.39,-68.33,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.72216379642487,0
"3909",4843,18,11,2013,14.39666667,-129.065,3623,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,"No",7.64556258916855,8179.15503046011
"3910",4844,9,11,2009,14.41,-143.63,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",9.36679321527481,0
"3911",4845,3,11,2001,14.41,-96.5,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",9.13965606689453,6804.25375639541
"3912",4846,6,11,1999,14.41,-59.32,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.02409416437149,0
"3913",4847,15,12,1993,14.42,-62.08,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1944,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.11736315488815,0
"3914",4848,16,11,2010,14.43,-62.76,545,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1834,NA,NA,3.3651376146789e-06,NA,NA,NA,NA,TRUE,"No",6.67513626813889,1115.9349209902
"3915",4849,19,11,1999,14.43,-61.15,7199,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278,NA,NA,3.86164745103487e-08,NA,NA,NA,NA,TRUE,"No",5.68034416437149,13208.2779654099
"3916",4850,18,12,1999,14.44,-73.73,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",8.97067499160767,4463.19607125499
"3917",4851,5,12,1999,14.44,-61.66,6479,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.85846581262541e-07,NA,NA,NA,NA,TRUE,"No",7.15841913223267,13942.3344934694
"3918",4852,15,12,1993,14.45,-62.08,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.11736315488815,0
"3919",4853,10,11,1998,14.45,-60.01,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.61545717716217,0
"3920",4854,2,12,2001,14.46,-61.18,1080,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.71481481481481e-06,NA,NA,NA,NA,TRUE,"No",7.37504398822784,2374.7579222969
"3921",4855,5,12,1992,14.47,-62.6,1620,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.14320987654321e-06,NA,NA,NA,NA,TRUE,"No",6.47274535894394,3246.56309749814
"3922",4856,3,12,2001,14.48,-61.38,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.37504398822784,0
