"","X.1","X","Day","Month","Year","Lat","Lon","km2","Total.Wieght..g..km.2","Source","Mesh.Size","Notes","CutOff","TopLim","Micro","Macro","Microplastics.Weight..g...km.2","Macroplastics.Weight..g...km.2","Ship","CruiseNo","CruiseNoCode","StationNo","TimeLocal","TimeLocalFormatted","MonthUTC","DayUTC","YearUTC","TowAreaM2","CountPlasticFragments","CountPlasticPellets","CountTotalPlastics","FragmentDensityNoSqKm","PelletDensityNoSqKm","u10Mps","MeasuredWind","Mesh.Size....as.numeric.Mesh.Size.","Corrected","wind","CorrectedConcentration","Latcopy","Basin","OceanScaled","Date","DateFormatted","censored","fitkm2","fitlogkm2","PredictedVals","Residuals"
"8523",8855,9789,3,4,1997,30.03,-74.05,7272.42112411607,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71604938271605e-07,NA,NA,NA,NA,TRUE,"No",7.58576273918152,7272.42112411607,30.03,"North Atlantic",-0.00430117160088516,6653,1997-04-03,FALSE,7272.42112411607,8.89184454453757,7.49872256568334,1.39312197885423
"8524",8856,9790,25,10,1992,30.03,-59.88,27448.0691058811,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,1.42912261748592e-07,NA,NA,NA,NA,TRUE,"No",7.00185352563858,27448.0691058811,30.03,"North Atlantic",-0.00918118605583824,5032,1992-10-25,FALSE,27448.0691058811,10.220051102237,7.49613786623521,2.72391323600178
"8525",8857,9791,25,10,1992,30.03,-59.88,51464.8648147774,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.62202650423903e-08,NA,NA,NA,NA,TRUE,"No",7.00185352563858,51464.8648147774,30.03,"North Atlantic",-0.00918118605583824,5032,1992-10-25,FALSE,51464.8648147774,10.8486546172163,7.49613786623521,3.35251675098106
"8526",8858,9792,29,10,2012,30.04,-145.62,630368.619287633,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,NA,NA,5.54720207154186e-09,NA,NA,NA,NA,TRUE,"No",5.19796317815781,630368.619287633,30.04,"North Pacific",1.44230151720951,12341,2012-10-29,FALSE,630368.619287633,13.354060037238,8.80381168300136,4.55024835423662
"8527",8859,9793,26,10,2012,30.04,-144.02,62760.5401136893,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941,NA,NA,1.96730222445225e-08,NA,NA,NA,NA,TRUE,"No",4.86739677190781,62760.5401136893,30.04,"North Pacific",0.517400107693983,12338,2012-10-26,FALSE,62760.5401136893,11.0470818128279,8.3139376908613,2.73314412196663
"8528",8860,9794,29,5,2010,30.04,-70.14,15659.0811930826,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2313,NA,NA,2.54735682819383e-07,NA,NA,NA,NA,TRUE,"No",5.15881091356277,15659.0811930826,30.04,"North Atlantic",-0.00841407374732083,11457,2010-05-29,FALSE,15659.0811930826,9.65880629560657,7.49654416723673,2.16226212836983
"8529",8861,9795,28,10,2012,30.05,-145.63,2046198.02141113,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2584,NA,NA,2.18822642723766e-09,NA,NA,NA,NA,TRUE,"No",5.19796317815781,2046198.02141113,30.05,"North Pacific",1.44230151720951,12340,2012-10-28,FALSE,2046198.02141113,14.5314940054688,8.80381168300136,5.72768232246744
"8530",8862,9796,26,10,2012,30.05,-143.6,26748.5442958202,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2207,NA,NA,1.08260570980084e-07,NA,NA,NA,NA,TRUE,"No",4.86739677190781,26748.5442958202,30.05,"North Pacific",0.475657396382813,12338,2012-10-26,FALSE,26748.5442958202,10.1942353319956,8.29182866559399,1.90240666640156
"8531",8863,9797,2,4,1998,30.05,-78.1,68673.2365680299,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.91372098221413e-08,NA,NA,NA,NA,TRUE,"No",7.34733068943024,68673.2365680299,30.05,"North Atlantic",0.0167944168833437,7017,1998-04-02,FALSE,68673.2365680299,11.1371148327019,7.50989584322513,3.6272189894768
"8532",8864,9798,22,10,1994,30.05,-64.53,5389.46278812005,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",6.43571585416794,5389.46278812005,30.05,"North Atlantic",-0.0193336224158706,5759,1994-10-22,FALSE,5389.46278812005,8.59220099068352,7.49076062874971,1.10144036193381
"8533",8865,9799,14,5,2002,30.05,-63.57,9729.45410680204,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,2.74444444444444e-07,NA,NA,NA,NA,TRUE,"No",5.52476620674133,9729.45410680204,30.05,"North Atlantic",-0.0184520333474667,8520,2002-05-14,FALSE,9729.45410680204,9.18291306947481,7.49122756236223,1.69168550711258
"8534",8866,9800,2,4,1997,30.06,-75.7,1344.00901734641,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1667,NA,NA,2.77833333333333e-06,NA,NA,NA,NA,TRUE,"No",7.56476664543152,1344.00901734641,30.06,"North Atlantic",-0.0492510024480496,6652,1997-04-02,FALSE,1344.00901734641,7.20341223039571,7.47491488969044,-0.271502659294728
"8535",8867,9801,2,4,1997,30.06,-75.7,3024.02028902943,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1482,NA,NA,1.09777777777778e-06,NA,NA,NA,NA,TRUE,"No",7.56476664543152,3024.02028902943,30.06,"North Atlantic",-0.0492510024480496,6652,1997-04-02,FALSE,3024.02028902943,8.01434244661204,7.47491488969044,0.539427556921602
"8536",8868,9802,17,4,2005,30.06,-60.4,148815.214235699,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,NA,NA,1.64667615368977e-08,NA,NA,NA,NA,TRUE,"No",5.94387328624725,148815.214235699,30.06,"North Atlantic",-0.00918118605583824,9589,2005-04-17,FALSE,148815.214235699,11.910460642362,7.49613786623521,4.41432277612678
"8537",8869,9803,27,10,2012,30.07,-145.06,333758.231984097,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1641,NA,NA,8.41685216909615e-09,NA,NA,NA,NA,TRUE,"No",5.09835380315781,333758.231984097,30.07,"North Pacific",1.10990585306501,12339,2012-10-27,FALSE,333758.231984097,12.7181721535133,8.62775833365053,4.09041381986278
"8538",8870,9804,20,4,2000,30.07,-65.3,29915.3384978078,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2408,NA,NA,1.75676661559787e-07,NA,NA,NA,NA,TRUE,"No",7.29954504966736,29915.3384978078,30.07,"North Atlantic",-0.0139726875521162,7766,2000-04-20,FALSE,29915.3384978078,10.3061266210804,7.49360004767187,2.81252657340858
"8539",8871,9805,27,10,2011,30.07,-54.99,33419.2318232317,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,NA,NA,1.16476441322798e-07,NA,NA,NA,NA,TRUE,"No",6.24904334545135,33419.2318232317,30.07,"North Atlantic",-0.026081260298868,11973,2011-10-27,FALSE,33419.2318232317,10.4168868163446,7.4871867426325,2.92970007371207
"8540",8872,9806,5,6,2000,30.08,-68.84,29788.4389825816,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,7.29765939002285e-08,NA,NA,NA,NA,TRUE,"No",3.65931868553162,29788.4389825816,30.08,"North Atlantic",-0.031081062291228,7812,2000-06-05,FALSE,29788.4389825816,10.3018756436154,7.48453859772029,2.8173370458951
"8541",8873,9807,5,6,2000,30.08,-68.84,42261.1299995613,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,6.1715364959449e-08,NA,NA,NA,NA,TRUE,"No",3.65931868553162,42261.1299995613,30.08,"North Atlantic",-0.031081062291228,7812,2000-06-05,FALSE,42261.1299995613,10.6516230300355,7.48453859772029,3.16708443231521
"8542",8874,9808,24,10,2012,30.09,-140.87,2430434.05863646,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1714,NA,NA,8.82324022944543e-10,NA,NA,NA,NA,TRUE,"No",4.35274833440781,2430434.05863646,30.09,"North Pacific",0.408145612369369,12336,2012-10-24,FALSE,2430434.05863646,14.7035804243185,8.25607105206793,6.44750937225054
"8543",8875,9809,7,10,2010,30.09,-124.54,1595.5799215046,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1144,NA,NA,1.30892448512586e-06,NA,NA,NA,NA,TRUE,"No",5.63732194900513,1595.5799215046,30.09,"North Pacific",-0.0342327137064522,11588,2010-10-07,FALSE,1595.5799215046,7.37499253628737,8.02176539051151,-0.646772854224136
"8544",8876,9810,24,10,2012,30.1,-141.55,179089.499495119,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1910,NA,NA,1.34636938454706e-08,NA,NA,NA,NA,TRUE,"No",4.44967216253281,179089.499495119,30.1,"North Pacific",0.408145612369369,12336,2012-10-24,FALSE,179089.499495119,12.0956409570454,8.25607105206793,3.83956990497746
"8545",8877,9811,4,4,2012,30.1,-79.2,2332.92599494493,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3559,NA,NA,3.16637010676157e-06,NA,NA,NA,NA,TRUE,"No",6.80492126941681,2332.92599494493,30.1,"North Atlantic",0.024353423554196,12133,2012-04-04,FALSE,2332.92599494493,7.75487855053457,7.51389947078626,0.240979079748304
"8546",8878,9812,15,2,1997,30.1,-75.95,5339.10372711208,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,6.85925925925926e-07,NA,NA,NA,NA,TRUE,"No",6.34881687164307,5339.10372711208,30.1,"North Atlantic",-0.0502293656846049,6606,1997-02-15,FALSE,5339.10372711208,8.58281307650252,7.47439669964389,1.10841637685864
"8547",8879,9813,16,4,2001,30.1,-65.85,26399.1857843282,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,NA,NA,7.14561308742959e-08,NA,NA,NA,NA,TRUE,"No",6.62657290697098,26399.1857843282,30.1,"North Atlantic",-0.0151587611983624,8127,2001-04-16,FALSE,26399.1857843282,10.1810884471561,7.49297184381568,2.6881166033404
"8548",8880,9814,28,10,2009,30.1,-59.56,259481.520172483,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3470,NA,NA,2.3745817109306e-08,NA,NA,NA,NA,TRUE,"No",5.40146172046661,259481.520172483,30.1,"North Atlantic",-0.00645498692864559,11244,2009-10-28,FALSE,259481.520172483,12.4664407658441,7.49758179748677,4.96885896835738
"8549",8881,9815,22,5,2009,30.11,-70.14,11868.2980015852,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1980,NA,NA,3.26678765880218e-07,NA,NA,NA,NA,TRUE,"No",6.25877517461777,11868.2980015852,30.11,"North Atlantic",-0.00841407374732083,11085,2009-05-22,FALSE,11868.2980015852,9.38162609076729,7.49654416723673,1.88508192353056
"8550",8882,9816,25,10,2005,30.11,-56.56,69578.1213781623,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4897,NA,NA,1.37036518819085e-07,NA,NA,NA,NA,TRUE,"No",6.20702654123306,69578.1213781623,30.11,"North Atlantic",-0.0404191794314496,9780,2005-10-25,FALSE,69578.1213781623,11.1502054488899,7.47959266437486,3.67061278451505
"8551",8883,9817,15,7,2007,30.12,-152.43,101658.494504833,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1913,NA,NA,3.65956307150782e-08,NA,NA,NA,NA,TRUE,"No",6.19612354040146,101658.494504833,30.12,"North Pacific",0.335653499214473,10408,2007-07-15,FALSE,101658.494504833,11.529374381771,8.21767560742431,3.31169877434665
"8552",8884,9818,2,5,1991,30.12,-70.5,18276.4083475783,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1389,NA,NA,9.64650322939093e-08,NA,NA,NA,NA,TRUE,"No",4.50827831029892,18276.4083475783,30.12,"North Atlantic",-0.00841407374732083,4490,1991-05-02,FALSE,18276.4083475783,9.81336634581166,7.49654416723673,2.31682217857493
"8553",8885,9819,2,5,1991,30.12,-70.5,40435.5539085215,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.81347898421069e-08,NA,NA,NA,NA,TRUE,"No",4.50827831029892,40435.5539085215,30.12,"North Atlantic",-0.00841407374732083,4490,1991-05-02,FALSE,40435.5539085215,10.6074647241753,7.49654416723673,3.11092055693861
"8554",8886,9820,25,10,1998,30.12,-61.11,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.74622070789337,0,30.12,"North Atlantic",-0.00760565539142171,7223,1998-10-25,TRUE,58.1978435203127,4.06384830113533,7.49697234598449,-3.43312404484916
"8555",8887,9821,14,7,2007,30.13,-154.88,49914.4982642851,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1295,NA,NA,5.08181925205039e-08,NA,NA,NA,NA,TRUE,"No",6.26155322790146,49914.4982642851,30.13,"North Pacific",0.299268772335101,10407,2007-07-14,FALSE,49914.4982642851,10.8180667859176,8.198404438383,2.61966234753465
"8556",8888,9822,19,10,2007,30.13,-60.46,142355.719738481,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,NA,NA,9.90629533306324e-09,NA,NA,NA,NA,TRUE,"No",5.80128681659698,142355.719738481,30.13,"North Atlantic",-0.00918118605583824,10504,2007-10-19,FALSE,142355.719738481,11.8660842727102,7.49613786623521,4.36994640647499
"8557",8889,9823,24,10,2012,30.14,-141.21,1854563.1758042,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1027,NA,NA,6.92835193599201e-10,NA,NA,NA,NA,TRUE,"No",4.35274833440781,1854563.1758042,30.14,"North Pacific",0.408145612369369,12336,2012-10-24,FALSE,1854563.1758042,14.4331597415511,8.25607105206793,6.17708868948319
"8558",8890,9824,24,10,2012,30.14,-141.21,2506237.29458538,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,816,NA,NA,4.07351293065793e-10,NA,NA,NA,NA,TRUE,"No",4.35274833440781,2506237.29458538,30.14,"North Pacific",0.408145612369369,12336,2012-10-24,FALSE,2506237.29458538,14.734293100532,8.25607105206793,6.47822204846412
"8559",8891,9825,23,10,2012,30.14,-140.73,2528182.04863807,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2316,NA,NA,1.1461232973314e-09,NA,NA,NA,NA,TRUE,"No",4.35274833440781,2528182.04863807,30.14,"North Pacific",0.408145612369369,12335,2012-10-23,FALSE,2528182.04863807,14.7430110445667,8.25607105206793,6.48693999249878
"8560",8892,9826,25,10,2005,30.14,-56.58,45574.7890611066,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1410,NA,NA,6.02383902251463e-08,NA,NA,NA,NA,TRUE,"No",6.20702654123306,45574.7890611066,30.14,"North Atlantic",-0.0404191794314496,9780,2005-10-25,FALSE,45574.7890611066,10.7271099711457,7.47959266437486,3.24751730677087
"8561",8893,9827,11,4,2011,30.15,-175.06,35281.4895511297,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1842,NA,NA,1.09466928151186e-07,NA,NA,NA,NA,TRUE,"No",6.90299832820892,35281.4895511297,30.15,"North Pacific",-0.0254185932815872,11774,2011-04-11,FALSE,35281.4895511297,10.4711137300665,8.02643378901897,2.44467994104749
"8562",8894,9828,29,6,2008,30.15,-154.62,12711.2920058121,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2039,NA,NA,3.19792973651192e-07,NA,NA,NA,NA,TRUE,"No",6.42415797710419,12711.2920058121,30.15,"North Pacific",0.299268772335101,10758,2008-06-29,FALSE,12711.2920058121,9.45024601171683,8.198404438383,1.25184157333383
"8563",8895,9829,3,4,2000,30.15,-77.71,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",7.32005286216736,0,30.15,"North Atlantic",-0.0532972248322834,7749,2000-04-03,TRUE,283.84183883508,5.64841717752145,7.47277180817704,-1.82435463065559
"8564",8896,9830,14,4,1999,30.15,-62.18,108045.763340638,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,3.23578230103957e-08,NA,NA,NA,NA,TRUE,"No",5.92950254678726,108045.763340638,30.15,"North Atlantic",0.0186531890155205,7394,1999-04-14,FALSE,108045.763340638,11.5903101509917,7.51088034180574,4.07942980918599
"8565",8897,9831,27,10,2012,30.16,-145.26,204870.850152995,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1212,NA,NA,1.01273438283365e-08,NA,NA,NA,NA,TRUE,"No",5.09835380315781,204870.850152995,30.16,"North Pacific",1.10990585306501,12339,2012-10-27,FALSE,204870.850152995,12.2301350603339,8.62775833365053,3.60237672668342
"8566",8898,9832,25,10,2000,30.16,-60.41,3462.12447532844,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1111,NA,NA,6.17222222222222e-07,NA,NA,NA,NA,TRUE,"No",6.09645658731461,3462.12447532844,30.16,"North Atlantic",-0.00918118605583824,7954,2000-10-25,FALSE,3462.12447532844,8.14963768983516,7.49613786623521,0.653499823599948
"8567",8899,9833,30,10,1997,30.18,-59.48,14669.252387774,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.28670206198296e-07,NA,NA,NA,NA,TRUE,"No",5.56957882642746,14669.252387774,30.18,"North Atlantic",-0.00645498692864559,6863,1997-10-30,FALSE,14669.252387774,9.59350890785983,7.49758179748677,2.09592711037306
"8568",8900,9834,25,10,2005,30.19,-56.62,18486.7560125293,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1330,NA,NA,1.47433765657909e-07,NA,NA,NA,NA,TRUE,"No",6.68310075998306,18486.7560125293,30.19,"North Atlantic",-0.0404191794314496,9780,2005-10-25,FALSE,18486.7560125293,9.8248098634793,7.47959266437486,2.34521719910444
"8569",8901,9835,22,4,2011,30.2,-153.73,582276.558879416,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1662,NA,NA,5.55717166043073e-09,NA,NA,NA,NA,TRUE,"No",6.20646512508392,582276.558879416,30.2,"North Pacific",0.243777048109734,11785,2011-04-22,FALSE,582276.558879416,13.274700800926,8.16901324901152,5.10568755191446
"8570",8902,9836,15,5,1994,30.2,-68.43,14220.6787246407,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,2.28670206198296e-07,NA,NA,NA,NA,TRUE,"No",5.30751156806946,14220.6787246407,30.2,"North Atlantic",-0.0493837718860623,5599,1994-05-15,FALSE,14220.6787246407,9.56245243250233,7.47484456836326,2.08760786413908
"8571",8903,9837,16,5,1994,30.2,-68.43,13434.0551823961,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2222,NA,NA,2.90419552999608e-07,NA,NA,NA,NA,TRUE,"No",5.30751156806946,13434.0551823961,30.2,"North Atlantic",-0.0493837718860623,5600,1994-05-16,FALSE,13434.0551823961,9.5055481934852,7.47484456836326,2.03070362512194
"8572",8904,9838,27,10,1996,30.2,-61.45,61990.6215770735,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,5.71657869555823e-08,NA,NA,NA,NA,TRUE,"No",6.0499684214592,61990.6215770735,30.2,"North Atlantic",-0.00760565539142171,6495,1996-10-27,FALSE,61990.6215770735,11.0347383876996,7.49697234598449,3.53776604171515
"8573",8905,9839,27,10,1996,30.2,-61.45,74389.8939732657,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,4.76374205828639e-08,NA,NA,NA,NA,TRUE,"No",6.0499684214592,74389.8939732657,30.2,"North Atlantic",-0.00760565539142171,6495,1996-10-27,FALSE,74389.8939732657,11.2170753779023,7.49697234598449,3.7201030319178
"8574",8906,9840,30,6,2010,30.2,-47.73,104613.708059814,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403,NA,NA,3.00739646821771e-08,NA,NA,NA,NA,TRUE,"No",4.8438321352005,104613.708059814,30.2,"North Atlantic",-0.0200535278130946,11489,2010-06-30,FALSE,104613.708059814,11.5580298742234,7.49037933088675,4.0676505433367
"8575",8907,9841,27,10,2012,30.21,-145.28,169171.746195005,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA,NA,2.08967859834602e-08,NA,NA,NA,NA,TRUE,"No",5.26363700628281,169171.746195005,30.21,"North Pacific",1.10990585306501,12339,2012-10-27,FALSE,169171.746195005,12.0386697275477,8.62775833365053,3.41091139389715
"8576",8908,9842,26,5,2010,30.21,-74.75,2538.11977402247,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2788,NA,NA,1.94285714285714e-06,NA,NA,NA,NA,TRUE,"No",5.36852771043777,2538.11977402247,30.21,"North Atlantic",-0.00430117160088516,11454,2010-05-26,FALSE,2538.11977402247,7.83917883944705,7.49872256568334,0.340456273763709
"8577",8909,9843,25,10,2005,30.21,-56.66,128872.42418844,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1415,NA,NA,2.25010336163852e-08,NA,NA,NA,NA,TRUE,"No",6.68310075998306,128872.42418844,30.21,"North Atlantic",-0.0404191794314496,9780,2005-10-25,FALSE,128872.42418844,11.7665782342209,7.47959266437486,4.28698556984604
"8578",8910,9844,2,4,2008,30.22,-75.82,42113.372293415,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,519,NA,NA,2.446843618877e-08,NA,NA,NA,NA,TRUE,"No",6.38611906766891,42113.372293415,30.22,"North Atlantic",-0.0502293656846049,10670,2008-04-02,FALSE,42113.372293415,10.6481206009088,7.47439669964389,3.17372390126489
"8579",8911,9845,12,4,2011,30.23,-174.04,6569.35067587684,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2554,NA,NA,8.15193105649537e-07,NA,NA,NA,NA,TRUE,"No",6.90348660945892,6569.35067587684,30.23,"North Pacific",0.0732243784706668,11775,2011-04-12,FALSE,6569.35067587684,8.79017027491668,8.0786800348044,0.711490240112283
"8580",8912,9846,24,10,2004,30.23,-122.17,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",6.33682888746262,0,30.23,"North Pacific",-0.0508536770864599,9414,2004-10-24,TRUE,207.573196066889,5.33548402959794,8.0129620979655,-2.67747806836757
"8581",8913,9847,21,10,2002,30.23,-120.37,0,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1852,NA,NA,Inf,NA,NA,NA,NA,TRUE,"No",5.40637826919556,0,30.23,"North Pacific",-0.0426904219510523,8680,2002-10-21,TRUE,366.628280085377,5.90434847396166,8.01728576570014,-2.11293729173848
"8582",8914,9848,1,7,2010,30.23,-48.11,76333.8278243868,NA,"SEA EDUCATION",333,"Not Corrected",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1730,NA,NA,2.82269248968004e-08,NA,NA,NA,NA,TRUE,"No",4.30386751890182,76333.8278243868,30.23,"North Atlantic",-0.0121316180116744,11490,2010-07-01,FALSE,76333.8278243868,11.242871471896,7.49457517007552,3.7482963018205
